,AUniqueID,Access Control,Accessories & Sundry Items,Acoustic Designation,Acoustic Rating,Appear In Schedule,Assembly Code,Assembly Description,AssetIdentifier,Blind Type,Bottom Profile Height,Bottom Profile Option 01,Bottom Profile Option 02,Bottom Profile Option 03,Bottom Profile Option 04,Brass Polished Finish,Brass Satin Finish,Clear Anodized,Closed,Colour,Comments,Constituents,Construction Type,DDA Compliant,DOOR_Acoustic Rating,DOOR_Break Glass - Green,DOOR_Break Glass - Red,DOOR_Call Button,DOOR_Card Entry,DOOR_Colour,DOOR_DDA Closer (20Kn),DOOR_Detail type,DOOR_Door Closer,DOOR_Door Contacts,DOOR_DoubleSwing,DOOR_Exit Button,DOOR_Finger Protection,DOOR_Finishes,DOOR_Gas Suppression,DOOR_GlazingThickness,DOOR_KickPlate,DOOR_KickPlateHeight,DOOR_Lock & Thumbturn,DOOR_Louvred,DOOR_Material Frame,DOOR_Material Panel,DOOR_MaterialDoor,DOOR_MaterialFrame,DOOR_PanelHeight,DOOR_Panic Bar,DOOR_Power,DOOR_Privacy VP,DOOR_Protection,DOOR_Radiation Protection,DOOR_Safety Barrier,DOOR_Secure by Design,DOOR_Signage,DOOR_Type,DOOR_Ventilation,DOOR_Video Entry,DOOR_Vision Panel,DOOR_VisionPanelBottom_1,DOOR_VisionPanelBottom_2,DOOR_VisionPanelOffset,DOOR_VisionPanelType,DOOR_VisionPanelWidth,DOOR_Wall Thickness,Dark Bronze Anodized,Description,Disclaimer,Door Finish,Door Opening,Door Panel Height,Door Panel Thickness,Door Panel Width,Door Thickness,Door_VisionPanelHeight_1,Door_VisionPanelHeight_2,Durability Rating,EXT_DOOR_Access_Control,EXT_DOOR_Closer,EXT_DOOR_Drawing_Reference,EXT_DOOR_Location,EXT_DOOR_Minimum_Clear_Width,EXT_DOOR_Operation/Security,EXT_DOOR_Type,EXT_DOOR_Type_Description,Family,Family and Type,Features,Finish,Fire Designation,Fire Rating,Frame Depth,Frame Head Depth,Frame Material,Frame Thickness,FrameDepth,FrameWidth,Gap,Glass,Glass Thickness,Glass Type,Grade,Has 14 x 14 Window,Has 14 x 24 Window,Has Backup Casings,Has Power Operator,Has Wall Guide,Head Height,Heat Transfer Coefficient (U),Height,Horizontal Sash,Host Partition Thickness,Hydraulic Encloser,IfcGUID,Inset,InstallationDate,Ironmongery Set,Keynote,Leaf Bottom Profile Height,Leaf Height,Leaf Width,Level,Main Panel Width,Manufacturer,Mark,Material,Mid Leaf Position,Mid Leaf Position If Opened,Model,NBSDescription,NBSNote,NBSReference,NBSTypeID,NominalHeight,NominalLength,NominalWidth,O/A Frame Width,OmniClass Number,OmniClass Title,Opened,Opening Distance,Operation,Panel Glazing Material,Panel Height,Panel Width,Phase Created,Phase Demolished,Product data url,ProductionYear,Rail Bottom,Rail Head,ReplacementCost,Required Effective Clear Width,RevisedByType_ARUtils,RevisedType_ARUtils,Right Hinge,Rough Height,Rough Width,Rubber,Secondary Panel Width,ServiceLifeDuration,Shape,Sill Height,Size,Solar Heat Gain Coefficient,Spec Ref,Specification Reference,Stainless Steel Polished Finish,Stainless Steel Satin Finish,Stile Left,Stile Right,TagNumber,Thermal Resistance (R),Thickness,Thickness_2,Top Profile Height,Transom Height,Type,Type Comments,Type Mark,URL,Vision Panel,Visual Light Transmittance,WarrantyDescription,WarrantyDurationLabour,WarrantyDurationParts,WarrantyGuarantorLabour,WarrantyGuarantorParts,Width
183,MAT3024A.D1,-,,nan,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,.F.,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,.F.,Kick,,nan,nan,,IDT 2d,.F.,nan,nan,nan,nan,nan,nan,nan,nan,nan,DUD/SS,nan,nan,nan,2060.,32.,900.,nan,nan,nan,TBC,nan,nan,nan,nan,nan,nan,nan,nan,IDT 2d - Double Unequal Door: 1710mm - 2110mm S/O Laminate,IDT 2d - Double Unequal Door: 1710mm - 2110mm S/O Laminate,nan,Laminate,nan,nan,nan,nan,Painted Finish,32.,nan,nan,25,nan,nan,nan,nan,nan,nan,nan,nan,nan,2110.,nan,2110.,nan,149.999999999983,nan,nan,nan,nan,01,L20/431,nan,nan,nan,Level: Level 3,900.,nan,MAT3024A.D1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,nan,nan,Double Unequal Door Single Swing,nan,nan,nan,New Construction,nan,nan,nan,nan,nan,nan,0.,nan,nan,nan,2110.,1710.,nan,721.,nan,nan,0.,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,32.,100.,nan,nan,IDT 2d - Double Unequal Door: 1710mm - 2110mm S/O Laminate,DUD/SS,J65,nan,.F.,nan,nan,nan,nan,nan,nan,1710.
184,MAT3111A.D1,-,,nan,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,.F.,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,.F.,Kick,,nan,nan,,IDT 2d,.F.,nan,nan,nan,nan,nan,nan,nan,nan,nan,DUD/SS,nan,nan,nan,2060.,32.,900.,nan,nan,nan,TBC,nan,nan,nan,nan,nan,nan,nan,nan,IDT 2d - Double Unequal Door: 1710mm - 2110mm S/O Laminate,IDT 2d - Double Unequal Door: 1710mm - 2110mm S/O Laminate,nan,Laminate,nan,nan,nan,nan,Painted Finish,32.,nan,nan,25,nan,nan,nan,nan,nan,nan,nan,nan,nan,2110.,nan,2110.,nan,149.999999999983,nan,nan,nan,nan,01,L20/431,nan,nan,nan,Level: Level 3,900.,nan,MAT3111A.D1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,nan,nan,Double Unequal Door Single Swing,nan,nan,nan,New Construction,nan,nan,nan,nan,nan,nan,0.,nan,nan,nan,2110.,1710.,nan,721.,nan,nan,0.,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,32.,100.,nan,nan,IDT 2d - Double Unequal Door: 1710mm - 2110mm S/O Laminate,DUD/SS,J65,nan,.F.,nan,nan,nan,nan,nan,nan,1710.
0,CIR0103.D1,,nan,nan,nan,nan,,,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,.F.,TBC,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Hold Open,.F.,Kick,,nan,nan,,IDT 3b,.F.,nan,nan,nan,nan,nan,nan,nan,nan,nan,DD/SS (GL),nan,nan,nan,2060.,32.,910.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,IDT 3b - Equal Double Door (Glazed): 1910mm - 2110mm S/O 180degree Laminate,IDT 3b - Equal Double Door (Glazed): 1910mm - 2110mm S/O 180degree Laminate,nan,Laminate,FD60S,nan,nan,nan,Painted Finish,32.,nan,nan,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,2110.,nan,2110.,nan,139.999999999968,nan,1saDB3OhLDvQmvKCANrxnw,nan,nan,nan,L20/431,nan,nan,nan,Level: Level 0,nan,nan,CIR0103.D1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,nan,nan,Double Door 180° Swing,nan,nan,nan,New Construction,nan,nan,nan,nan,nan,nan,1740.,nan,nan,nan,2110.,1910.,nan,nan,nan,nan,0.,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,32.,97.,nan,nan,IDT 3b - Equal Double Door (Glazed): 1910mm - 2110mm S/O 180degree Laminate,DD/SS (GL),235,nan,nan,nan,nan,nan,nan,nan,nan,1910.
1,CIR0115.D1,-,nan,nan,nan,nan,,,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,.F.,TBC,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Hold Open,.F.,Kick,,nan,nan,,IDT 3b,.F.,nan,nan,nan,nan,nan,nan,nan,nan,nan,DD/SS (GL),nan,nan,nan,2060.,32.,910.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,IDT 3b - Equal Double Door (Glazed): 1910mm - 2110mm S/O 180degree Laminate,IDT 3b - Equal Double Door (Glazed): 1910mm - 2110mm S/O 180degree Laminate,nan,Laminate,FD60S,nan,nan,nan,Painted Finish,32.,nan,nan,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,2110.,nan,2110.,nan,139.999999999968,nan,1saDB3OhLDvQmvKCANrxny,nan,nan,nan,L20/431,nan,nan,nan,Level: Level 0,nan,nan,CIR0115.D1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,nan,nan,Double Door 180° Swing,nan,nan,nan,New Construction,nan,nan,nan,nan,nan,nan,1740.,nan,nan,nan,2110.,1910.,nan,nan,nan,nan,0.,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,32.,97.,nan,nan,IDT 3b - Equal Double Door (Glazed): 1910mm - 2110mm S/O 180degree Laminate,DD/SS (GL),235,nan,nan,nan,nan,nan,nan,nan,nan,1910.
2,CIR0104.D1,Yes,nan,nan,nan,nan,,,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,.F.,TBC,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Delayed Close,.F.,Kick/Edge,,nan,nan,,IDT 3b,.F.,nan,nan,nan,nan,nan,nan,nan,nan,nan,DD/SS (GL),nan,nan,nan,2060.,32.,910.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,IDT 3b - Equal Double Door (Glazed): 1910mm - 2110mm S/O DS Laminate,IDT 3b - Equal Double Door (Glazed): 1910mm - 2110mm S/O DS Laminate,nan,Laminate,FD30S,nan,nan,nan,Painted Finish,32.,nan,nan,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,2110.,nan,2110.,nan,139.999999999968,nan,1saDB3OhLDvQmvKCANrxnX,nan,nan,11b*,L20/431,nan,nan,nan,Level: Level 0,nan,nan,CIR0104.D1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,nan,nan,Double Door Double Swing,nan,nan,nan,New Construction,nan,nan,nan,nan,nan,nan,1740.,nan,nan,nan,2110.,1910.,nan,nan,nan,nan,0.,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,32.,122.,nan,nan,IDT 3b - Equal Double Door (Glazed): 1910mm - 2110mm S/O DS Laminate,DD/SS (GL),J137,nan,nan,nan,nan,nan,nan,nan,nan,1910.
3,MOR0C02.D2,Yes,nan,nan,nan,nan,,,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Reduced jamb architraves to one side,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,.F.,TBC,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,.F.,Kick,,nan,nan,,IDT 1d,.F.,nan,nan,nan,nan,nan,nan,nan,nan,nan,SD/SS,nan,nan,nan,2060.,38.,926.,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,IDT 1d - Single Door: 1010mm - 2110mm S/O Laminate,IDT 1d - Single Door: 1010mm - 2110mm S/O Laminate,nan,Laminate,FD30S,nan,nan,nan,Painted Finish,32.,nan,nan,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,2110.,nan,2110.,nan,149.999999999992,nan,1saDB3OhLDvQmvKCANrxna,nan,nan,nan,L20/431,nan,nan,nan,Level: Level 0,nan,Revit,MOR0C02.D2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,nan,nan,Single Door Single Swing,nan,nan,nan,New Construction,nan,nan,nan,nan,nan,nan,850.,nan,nan,nan,2110.,1010.,nan,nan,nan,nan,0.,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,38.,97.,nan,nan,IDT 1d - Single Door: 1010mm - 2110mm S/O Laminate,SD/SS,J139,nan,nan,nan,nan,nan,nan,nan,nan,1010.
4,CIR0108.D1,-,nan,nan,nan,nan,,,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Part of Glazed Screen CIR0108.S1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,.F.,TBC,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Hold Open,.F.,Kick/Edge,,nan,nan,,IDT 5a*,.F.,nan,nan,nan,nan,nan,nan,nan,nan,nan,DD/SS,nan,nan,nan,2310.,32.,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,IDT 5a - Hospital Street Doors (FOH) Frameless: 1824mm - 2360mm S/O Double Swing Laminate,IDT 5a - Hospital Street Doors (FOH) Frameless: 1824mm - 2360mm S/O Double Swing Laminate,nan,Laminate,FD30S,nan,nan,nan,,32.,nan,nan,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,2360.,nan,2360.,nan,139.999999999968,nan,1saDB3OhLDvQmvKCANrxnf,nan,nan,nan,L20/431,nan,nan,nan,Level: Level 0,nan,nan,CIR0108.D1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,nan,nan,Double Door Double Swing,nan,nan,nan,New Construction,nan,nan,nan,nan,nan,nan,1740.,nan,nan,nan,2360.,1824.,nan,nan,nan,nan,0.,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,32.,160.,nan,nan,IDT 5a - Hospital Street Doors (FOH) Frameless: 1824mm - 2360mm S/O Double Swing Laminate,DD/SS,234,nan,nan,nan,nan,nan,nan,nan,nan,1824.
5,SFM0005.D1,Yes,nan,nan,nan,nan,,,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,.F.,TBC,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Automatic Opening,.F.,Kick,,nan,nan,,IDT 3c,.F.,nan,nan,nan,nan,nan,nan,nan,nan,nan,DD/SS (GL),nan,nan,nan,2060.,32.,910.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,IDT 3c - Equal Double Door (Glazed): 1910mm - 2110mm S/O Laminate,IDT 3c - Equal Double Door (Glazed): 1910mm - 2110mm S/O Laminate,nan,Laminate,FD30S,nan,nan,nan,Painted Finish,32.,nan,nan,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,2110.,nan,2110.,nan,139.999999999968,nan,1saDB3OhLDvQmvKCANrxnP,nan,nan,nan,L20/431,nan,nan,nan,Level: Level 0,nan,nan,SFM0005.D1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,nan,nan,Double Door Single Swing,nan,nan,nan,New Construction,nan,nan,nan,nan,nan,nan,1740.,nan,nan,nan,2110.,1910.,nan,nan,nan,nan,0.,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,32.,97.,nan,nan,IDT 3c - Equal Double Door (Glazed): 1910mm - 2110mm S/O Laminate,DD/SS (GL),J118,nan,nan,nan,nan,nan,nan,nan,nan,1910.
6,SFM0008.D1,-,TBC,nan,nan,nan,,,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,.F.,TBC,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,.F.,Kick,,nan,nan,Yes,IDT 2d,.F.,nan,nan,nan,nan,nan,nan,nan,nan,nan,DUD/SS,nan,nan,nan,2060.,32.,900.,nan,nan,nan,TBC,nan,nan,nan,nan,nan,nan,nan,nan,IDT 2d - Double Unequal Door: 1510mm - 2110mm S/O Laminate,IDT 2d - Double Unequal Door: 1510mm - 2110mm S/O Laminate,nan,Laminate,,nan,nan,nan,Painted Finish,32.,nan,nan,6,nan,nan,nan,nan,nan,nan,nan,nan,nan,2110.,nan,2110.,nan,149.999999999983,nan,1saDB3OhLDvQmvKCANrxnV,nan,nan,nan,L20/431,nan,nan,nan,Level: Level 0,900.,nan,SFM0008.D1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,nan,nan,Double Unequal Door Single Swing,nan,nan,nan,New Construction,nan,nan,nan,nan,nan,nan,0.,nan,nan,nan,2110.,1510.,nan,521.,nan,nan,0.,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,32.,97.,nan,nan,IDT 2d - Double Unequal Door: 1510mm - 2110mm S/O Laminate,DUD/SS,J123,nan,.F.,nan,nan,nan,nan,nan,nan,1510.
7,SFM0007.D1,,TBC,nan,nan,nan,,,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,.F.,TBC,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Delayed Close,.F.,Kick/Mid/Edge,,nan,nan,Yes,IDT 2d,.F.,nan,nan,nan,nan,nan,nan,nan,nan,nan,DUD/SS,nan,nan,nan,2060.,32.,900.,nan,nan,nan,TBC,nan,nan,nan,nan,nan,nan,nan,nan,IDT 2d - Double Unequal Door: 1510mm - 2110mm S/O Laminate,IDT 2d - Double Unequal Door: 1510mm - 2110mm S/O Laminate,nan,Laminate,FD30S,nan,nan,nan,Painted Finish,32.,nan,nan,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,2110.,nan,2110.,nan,149.999999999983,nan,1saDB3OhLDvQmvKCANrxn0,nan,nan,17e,L20/431,nan,nan,nan,Level: Level 0,900.,nan,SFM0007.D1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,nan,nan,Double Unequal Door Single Swing,nan,nan,nan,New Construction,nan,nan,nan,nan,nan,nan,0.,nan,nan,nan,2110.,1510.,nan,521.,nan,nan,0.,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,32.,97.,nan,nan,IDT 2d - Double Unequal Door: 1510mm - 2110mm S/O Laminate,DUD/SS,J123,nan,.F.,nan,nan,nan,nan,nan,nan,1510.
8,CAT0020.D1,Yes,TBC,nan,nan,nan,,,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,.F.,TBC,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,.F.,Kick,,nan,nan,Yes,IDT 2d,.F.,nan,nan,nan,nan,nan,nan,nan,nan,nan,DUD/SS,nan,nan,nan,2060.,32.,900.,nan,nan,nan,TBC,nan,nan,nan,nan,nan,nan,nan,nan,IDT 2d - Double Unequal Door: 1510mm - 2110mm S/O Laminate,IDT 2d - Double Unequal Door: 1510mm - 2110mm S/O Laminate,nan,Laminate,FD30S,nan,nan,nan,Painted Finish,32.,nan,nan,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,2110.,nan,2110.,nan,149.999999999983,nan,1saDB3OhLDvQmvKCANrxn1,nan,nan,08,L20/431,nan,nan,nan,Level: Level 0,900.,nan,CAT0020.D1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,nan,nan,Double Unequal Door Single Swing,nan,nan,nan,New Construction,nan,nan,nan,nan,nan,nan,0.,nan,nan,nan,2110.,1510.,nan,521.,nan,nan,0.,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,32.,97.,nan,nan,IDT 2d - Double Unequal Door: 1510mm - 2110mm S/O Laminate,DUD/SS,J123,nan,.F.,nan,nan,nan,nan,nan,nan,1510.
9,CAT0C03.D2,Yes,nan,nan,nan,nan,,,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,TBC,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,.F.,TBC,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Delayed Close,.F.,Kick/Edge,,nan,nan,,IDT 2b,.F.,nan,nan,nan,nan,nan,nan,nan,nan,nan,DUD/SS (GL),nan,nan,nan,2060.,32.,900.,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,IDT 2b - Double Unequal Door (Glazed): 1510mm - 2110mm S/O Laminate,IDT 2b - Double Unequal Door (Glazed): 1510mm - 2110mm S/O Laminate,nan,Laminate,FD30S,nan,nan,nan,Painted Finish,32.,nan,nan,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,2110.,nan,2110.,nan,nan,nan,1saDB3OhLDvQmvKCANrxn2,nan,nan,08*DA,L20/431,nan,nan,nan,Level: Level 0,900.,nan,CAT0C03.D2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,nan,nan,Double Unequal Door Single Swing,nan,nan,nan,New Construction,nan,nan,nan,nan,nan,nan,850.,nan,nan,nan,2110.,1510.,nan,521.,nan,nan,0.,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,32.,97.0000000009637,nan,nan,IDT 2b - Double Unequal Door (Glazed): 1510mm - 2110mm S/O Laminate,DUD/SS (GL),J163,nan,nan,nan,nan,nan,nan,nan,nan,1510.
10,PTH0C03.D2,Yes,nan,nan,nan,nan,,,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,.F.,TBC,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Delayed Close,.F.,Kick/Mid/Edge,,nan,nan,,IDT 3b,.F.,nan,nan,nan,nan,nan,nan,nan,nan,nan,DD/SS (GL),nan,nan,nan,2060.,32.,910.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,IDT 3b - Equal Double Door (Glazed): 1910mm - 2110mm S/O Laminate,IDT 3b - Equal Double Door (Glazed): 1910mm - 2110mm S/O Laminate,nan,Laminate,FD30S,nan,nan,nan,Painted Finish,32.,nan,nan,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,2110.,nan,2110.,nan,139.999999999968,nan,1saDB3OhLDvQmvKCANrxn4,nan,nan,11fDA,L20/431,nan,nan,nan,Level: Level 0,nan,nan,PTH0C03.D2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,nan,nan,Double Door Single Swing,nan,nan,nan,New Construction,nan,nan,nan,nan,nan,nan,1740.,nan,nan,nan,2110.,1910.,nan,nan,nan,nan,0.,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,32.,97.,nan,nan,IDT 3b - Equal Double Door (Glazed): 1910mm - 2110mm S/O Laminate,DD/SS (GL),J114,nan,nan,nan,nan,nan,nan,nan,nan,1910.
11,PTH0C02.D1,Yes,nan,nan,nan,nan,,,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,.F.,TBC,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Delayed Close,.F.,Kick/Mid/Edge,,nan,nan,,IDT 3b,.F.,nan,nan,nan,nan,nan,nan,nan,nan,nan,DD/SS (GL),nan,nan,nan,2060.,32.,910.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,IDT 3b - Equal Double Door (Glazed): 1910mm - 2110mm S/O Laminate,IDT 3b - Equal Double Door (Glazed): 1910mm - 2110mm S/O Laminate,nan,Laminate,FD60S,nan,nan,nan,Painted Finish,32.,nan,nan,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,2110.,nan,2110.,nan,139.999999999968,nan,1saDB3OhLDvQmvKCANrxn5,nan,nan,11fDA,L20/431,nan,nan,nan,Level: Level 0,nan,nan,PTH0C02.D1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,nan,nan,Double Door Single Swing,nan,nan,nan,New Construction,nan,nan,nan,nan,nan,nan,1740.,nan,nan,nan,2110.,1910.,nan,nan,nan,nan,0.,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,32.,97.,nan,nan,IDT 3b - Equal Double Door (Glazed): 1910mm - 2110mm S/O Laminate,DD/SS (GL),J114,nan,nan,nan,nan,nan,nan,nan,nan,1910.
12,ICT0006.D1,TBC,nan,nan,nan,nan,,,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Emergency Release setting out etc as IT Strategy Doc. Sealed to suit gas supression system,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,.F.,TBC,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,.F.,,,nan,nan,Yes,IDT 4a,.F.,nan,nan,nan,nan,nan,nan,nan,nan,nan,DD/SS,nan,nan,nan,2060.,32.,860.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,IDT 4a - Riser Double Door: 1810mm - 2110mm S/O Painted,IDT 4a - Riser Double Door: 1810mm - 2110mm S/O Painted,nan,Laminate,FD60S,nan,nan,nan,Painted Finish,32.,nan,nan,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,2110.,nan,2110.,nan,149.999999999983,nan,1saDB3OhLDvQmvKCANrxmo,nan,nan,08l,L20/439,nan,nan,nan,Level: Level 0,nan,nan,ICT0006.D1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,nan,nan,Double Door Single Swing,nan,nan,nan,New Construction,nan,nan,nan,nan,nan,nan,1700.,nan,nan,nan,2110.,1810.,nan,nan,nan,nan,0.,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,32.,122.,nan,nan,IDT 4a - Riser Double Door: 1810mm - 2110mm S/O Painted,DD/SS,214,nan,nan,nan,nan,nan,nan,nan,nan,1810.
13,PLA0113.D3,nan,nan,nan,nan,nan,,,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,.F.,TBC,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,.F.,,,nan,nan,Yes,IDT 4a,.F.,nan,nan,nan,nan,nan,nan,nan,nan,nan,DD/SS,nan,nan,nan,2060.,32.,560.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,IDT 4a - Riser Double Door: 1210mm - 2110mm S/O Painted,IDT 4a - Riser Double Door: 1210mm - 2110mm S/O Painted,nan,Painted Finish,FD60S,nan,nan,nan,Painted Finish,32.,nan,nan,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,2110.,nan,2110.,nan,149.999999999983,nan,1saDB3OhLDvQmvKCANrxmz,nan,nan,nan,L20/439,nan,nan,nan,Level: Level 0,nan,nan,PLA0113.D3,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,nan,nan,Double Door Single Swing,nan,nan,nan,New Construction,nan,nan,nan,nan,nan,nan,1700.,nan,nan,nan,2110.,1210.,nan,nan,nan,nan,0.,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,32.,119.,nan,nan,IDT 4a - Riser Double Door: 1210mm - 2110mm S/O Painted,DD/SS,211,nan,nan,nan,nan,nan,nan,nan,nan,1210.
