,Assembly Code,Assembly Description,Access Control,Blind Type,Description,Door Panel Height,Door Panel Thickness,Door Panel Width,DOOR_Finger Protection,DOOR_Finishes,DOOR_Privacy VP,DOOR_Protection,DOOR_Radiation Protection,DOOR_Signage,DOOR_Type,DOOR_Ventilation,Family,Family and Type,Finish,Frame Material,Frame Thickness,Gap,Head Height,Height,Host Partition Thickness,IfcGUID,Ironmongery Set,Keynote,Level,Manufacturer,Mark,OmniClass Number,OmniClass Title,Operation,Phase Created,Phase Demolished,Required Effective Clear Width,Rough Height,Rough Width,Sill Height,Thickness,Thickness_2,Type,Type Comments,Type Mark,Width,DOOR_Power,Vision Panel,Accessories & Sundry Items,Durability Rating,Fire Designation,Main Panel Width,Secondary Panel Width,Acoustic Designation,AssetIdentifier,Colour,Comments,Constituents,Features,Grade,InstallationDate,Material,NBSDescription,NBSNote,NBSReference,NBSTypeID,NominalHeight,NominalLength,NominalWidth,ProductionYear,ReplacementCost,ServiceLifeDuration,Shape,Size,TagNumber,WarrantyDescription,WarrantyDurationLabour,WarrantyDurationParts,WarrantyGuarantorLabour,WarrantyGuarantorParts
IfcText('ADM2038.D1'),IfcText(''),IfcText(''),,,,,,,,,,,,,IfcText('IDT 6a'),,IfcLabel('IDT 6a - Single Door (Internal Glazing-Observation): 870 - 2060mm S/O'),IfcLabel('IDT 6a - Single Door (Internal Glazing-Observation): 870 - 2060mm S/O'),IfcText(''),IfcText('Aluminum'),,,IfcLengthMeasure(2060.),IfcLengthMeasure(2060.),,IfcText('0eKMROTUP57PgYYbDuMQ48'),IfcText('G04'),IfcText('L11/579'),IfcLabel('Level: Level 2'),,IfcText('ADM2038.D1'),IfcText('23.30.10.00'),IfcText('Doors'),IfcText('Single Door Single Swing'),IfcLabel('New Construction'),,,,,IfcLengthMeasure(0.),,,IfcLabel('IDT 6a - Single Door (Internal Glazing-Observation): 870 - 2060mm S/O'),,IfcText('289'),IfcLengthMeasure(870.),,,,,,,,,IfcText(''),IfcText(''),,IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcLengthMeasure(1004.),IfcLengthMeasure(0.),IfcLengthMeasure(0.),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText('')
IfcText('ADM2043.D1'),IfcText(''),IfcText(''),,,,,,,,,,,,,IfcText('IDT 6a'),,IfcLabel('IDT 6a - Single Door (Internal Glazing-Observation): 870 - 2060mm S/O'),IfcLabel('IDT 6a - Single Door (Internal Glazing-Observation): 870 - 2060mm S/O'),IfcText(''),IfcText('Aluminum'),,,IfcLengthMeasure(2060.),IfcLengthMeasure(2060.),,IfcText('0eKMROTUP57PgYYbDuMQ5Y'),,IfcText('L11/579'),IfcLabel('Level: Level 2'),,IfcText('ADM2043.D1'),IfcText('23.30.10.00'),IfcText('Doors'),IfcText('Single Door Single Swing'),IfcLabel('New Construction'),,,,,IfcLengthMeasure(0.),,,IfcLabel('IDT 6a - Single Door (Internal Glazing-Observation): 870 - 2060mm S/O'),,IfcText('289'),IfcLengthMeasure(870.),,,,,,,,,IfcText(''),IfcText(''),,IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcLengthMeasure(1004.),IfcLengthMeasure(0.),IfcLengthMeasure(0.),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText('')
IfcText('ADM2044.D1'),IfcText(''),IfcText(''),,,,,,,,,,,,,IfcText('IDT 6a'),,IfcLabel('IDT 6a - Single Door (Internal Glazing-Observation): 870 - 2060mm S/O'),IfcLabel('IDT 6a - Single Door (Internal Glazing-Observation): 870 - 2060mm S/O'),IfcText(''),IfcText('Aluminum'),,,IfcLengthMeasure(2060.),IfcLengthMeasure(2060.),,IfcText('0eKMROTUP57PgYYbDuMQ5W'),,IfcText('L11/579'),IfcLabel('Level: Level 2'),,IfcText('ADM2044.D1'),IfcText('23.30.10.00'),IfcText('Doors'),IfcText('Single Door Single Swing'),IfcLabel('New Construction'),,,,,IfcLengthMeasure(0.),,,IfcLabel('IDT 6a - Single Door (Internal Glazing-Observation): 870 - 2060mm S/O'),,IfcText('289'),IfcLengthMeasure(870.),,,,,,,,,IfcText(''),IfcText(''),,IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcLengthMeasure(1004.),IfcLengthMeasure(0.),IfcLengthMeasure(0.),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText('')
IfcText('ADM2031.D1'),IfcText(''),IfcText(''),,,,,,,,,,,,,IfcText('IDT 6a'),,IfcLabel('IDT 6a - Single Door (Internal Glazing-Observation): 870 - 2060mm S/O'),IfcLabel('IDT 6a - Single Door (Internal Glazing-Observation): 870 - 2060mm S/O'),IfcText(''),IfcText('Aluminum'),,,IfcLengthMeasure(2060.),IfcLengthMeasure(2060.),,IfcText('3JDZ8Vm2H55PUimQwhj1Xo'),IfcText('G04'),IfcText('L11/579'),IfcLabel('Level: Level 2'),,IfcText('ADM2031.D1'),IfcText('23.30.10.00'),IfcText('Doors'),IfcText('Single Door Single Swing'),IfcLabel('New Construction'),,,,,IfcLengthMeasure(0.),,,IfcLabel('IDT 6a - Single Door (Internal Glazing-Observation): 870 - 2060mm S/O'),,IfcText('289'),IfcLengthMeasure(870.),,,,,,,,,IfcText(''),IfcText(''),,IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcLengthMeasure(1004.),IfcLengthMeasure(0.),IfcLengthMeasure(0.),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText('')
IfcText('ADM2032.D1'),IfcText(''),IfcText(''),,,,,,,,,,,,,IfcText('IDT 6a'),,IfcLabel('IDT 6a - Single Door (Internal Glazing-Observation): 870 - 2060mm S/O'),IfcLabel('IDT 6a - Single Door (Internal Glazing-Observation): 870 - 2060mm S/O'),IfcText(''),IfcText('Aluminum'),,,IfcLengthMeasure(2060.),IfcLengthMeasure(2060.),,IfcText('3JDZ8Vm2H55PUimQwhj1Xw'),IfcText('G04'),IfcText('L11/579'),IfcLabel('Level: Level 2'),,IfcText('ADM2032.D1'),IfcText('23.30.10.00'),IfcText('Doors'),IfcText('Single Door Single Swing'),IfcLabel('New Construction'),,,,,IfcLengthMeasure(0.),,,IfcLabel('IDT 6a - Single Door (Internal Glazing-Observation): 870 - 2060mm S/O'),,IfcText('289'),IfcLengthMeasure(870.),,,,,,,,,IfcText(''),IfcText(''),,IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcLengthMeasure(1004.),IfcLengthMeasure(0.),IfcLengthMeasure(0.),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText('')
IfcText('ADM2C02.D1'),IfcText(''),IfcText(''),IfcText('TBC'),,IfcText('SD/SS (GL)'),IfcLengthMeasure(2060.),IfcLengthMeasure(38.),IfcLengthMeasure(976.),IfcBoolean(.F.),IfcText('TBC'),IfcBoolean(.F.),IfcText('Kick'),IfcText(''),IfcText('Yes'),IfcText('IDT 1e'),IfcBoolean(.F.),IfcLabel('IDT 1e - Single Door (Glazed): 1060mm-2110mm S/O Laminate'),IfcLabel('IDT 1e - Single Door (Glazed): 1060mm-2110mm S/O Laminate'),,,IfcLengthMeasure(32.),,IfcLengthMeasure(2110.),IfcLengthMeasure(2110.),IfcLengthMeasure(149.999999999992),IfcText('3saj18cdz3tuij2sBo$4fM'),,IfcText('L20/431'),IfcLabel('Level: Level 2'),IfcText('Revit'),IfcText('ADM2C02.D1'),IfcText(''),IfcText(''),IfcText('Single Door Single Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(850.),IfcLengthMeasure(2110.),IfcLengthMeasure(1060.),IfcLengthMeasure(0.),IfcLengthMeasure(38.),IfcLengthMeasure(102.000000000969),IfcLabel('IDT 1e - Single Door (Glazed): 1060mm-2110mm S/O Laminate'),IfcText('SD/SS (GL)'),IfcText('287'),IfcLengthMeasure(1060.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IfcText('ADM2036.D1'),IfcText(''),IfcText(''),,,,,,,,,,,,,IfcText('IDT 6a'),,IfcLabel('IDT 6a - Single Door (Internal Glazing-Observation): 870 - 2060mm S/O'),IfcLabel('IDT 6a - Single Door (Internal Glazing-Observation): 870 - 2060mm S/O'),IfcText(''),IfcText('Aluminum'),,,IfcLengthMeasure(2060.),IfcLengthMeasure(2060.),,IfcText('3saj18cdz3tuij2sBo$5K2'),IfcText('G04'),IfcText('L11/579'),IfcLabel('Level: Level 2'),,IfcText('ADM2036.D1'),IfcText('23.30.10.00'),IfcText('Doors'),IfcText('Single Door Single Swing'),IfcLabel('New Construction'),,,,,IfcLengthMeasure(0.),,,IfcLabel('IDT 6a - Single Door (Internal Glazing-Observation): 870 - 2060mm S/O'),,IfcText('289'),IfcLengthMeasure(870.),,,,,,,,,IfcText(''),IfcText(''),,IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcLengthMeasure(1004.),IfcLengthMeasure(0.),IfcLengthMeasure(0.),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText('')
IfcText('ADM2033.D1'),IfcText(''),IfcText(''),,,,,,,,,,,,,IfcText('IDT 6a'),,IfcLabel('IDT 6a - Single Door (Internal Glazing-Observation): 870 - 2060mm S/O'),IfcLabel('IDT 6a - Single Door (Internal Glazing-Observation): 870 - 2060mm S/O'),IfcText(''),IfcText('Aluminum'),,,IfcLengthMeasure(2060.),IfcLengthMeasure(2060.),,IfcText('3saj18cdz3tuij2sBo$5mh'),,IfcText('L11/579'),IfcLabel('Level: Level 2'),,IfcText('ADM2033.D1'),IfcText('23.30.10.00'),IfcText('Doors'),IfcText('Single Door Single Swing'),IfcLabel('New Construction'),,,,,IfcLengthMeasure(0.),,,IfcLabel('IDT 6a - Single Door (Internal Glazing-Observation): 870 - 2060mm S/O'),,IfcText('289'),IfcLengthMeasure(870.),,,,,,,,,IfcText(''),IfcText(''),,IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcLengthMeasure(1004.),IfcLengthMeasure(0.),IfcLengthMeasure(0.),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText('')
IfcText('ADM2039.D1'),IfcText(''),IfcText(''),,,,,,,,,,,,,IfcText('IDT 6a'),,IfcLabel('IDT 6a - Single Door (Internal Glazing-Observation): 870 - 2060mm S/O'),IfcLabel('IDT 6a - Single Door (Internal Glazing-Observation): 870 - 2060mm S/O'),IfcText(''),IfcText('Aluminum'),,,IfcLengthMeasure(2060.),IfcLengthMeasure(2060.),,IfcText('3saj18cdz3tuij2sBo$5XG'),IfcText('G04'),IfcText('L11/579'),IfcLabel('Level: Level 2'),,IfcText('ADM2039.D1'),IfcText('23.30.10.00'),IfcText('Doors'),IfcText('Single Door Single Swing'),IfcLabel('New Construction'),,,,,IfcLengthMeasure(0.),,,IfcLabel('IDT 6a - Single Door (Internal Glazing-Observation): 870 - 2060mm S/O'),,IfcText('289'),IfcLengthMeasure(870.),,,,,,,,,IfcText(''),IfcText(''),,IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcLengthMeasure(1004.),IfcLengthMeasure(0.),IfcLengthMeasure(0.),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText('')
IfcText('ADM2042.D1'),IfcText(''),IfcText(''),,,,,,,,,,,,,IfcText('IDT 6a'),,IfcLabel('IDT 6a - Single Door (Internal Glazing-Observation): 870 - 2060mm S/O'),IfcLabel('IDT 6a - Single Door (Internal Glazing-Observation): 870 - 2060mm S/O'),IfcText(''),IfcText('Aluminum'),,,IfcLengthMeasure(2060.),IfcLengthMeasure(2060.),,IfcText('3saj18cdz3tuij2sBo$5Zr'),IfcText('G04'),IfcText('L11/579'),IfcLabel('Level: Level 2'),,IfcText('ADM2042.D1'),IfcText('23.30.10.00'),IfcText('Doors'),IfcText('Single Door Single Swing'),IfcLabel('New Construction'),,,,,IfcLengthMeasure(0.),,,IfcLabel('IDT 6a - Single Door (Internal Glazing-Observation): 870 - 2060mm S/O'),,IfcText('289'),IfcLengthMeasure(870.),,,,,,,,,IfcText(''),IfcText(''),,IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcLengthMeasure(1004.),IfcLengthMeasure(0.),IfcLengthMeasure(0.),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText('')
IfcText('ADM2048.D1'),IfcText(''),IfcText(''),,,,,,,,,,,,,IfcText('IDT 6a'),,IfcLabel('IDT 6a - Single Door (Internal Glazing-Observation): 870 - 2060mm S/O'),IfcLabel('IDT 6a - Single Door (Internal Glazing-Observation): 870 - 2060mm S/O'),IfcText(''),IfcText('Aluminum'),,,IfcLengthMeasure(2060.),IfcLengthMeasure(2060.),,IfcText('3saj18cdz3tuij2sBo$5bJ'),,IfcText('L11/579'),IfcLabel('Level: Level 2'),,IfcText('ADM2048.D1'),IfcText('23.30.10.00'),IfcText('Doors'),IfcText('Single Door Single Swing'),IfcLabel('New Construction'),,,,,IfcLengthMeasure(0.),,,IfcLabel('IDT 6a - Single Door (Internal Glazing-Observation): 870 - 2060mm S/O'),,IfcText('289'),IfcLengthMeasure(870.),,,,,,,,,IfcText(''),IfcText(''),,IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcLengthMeasure(1004.),IfcLengthMeasure(0.),IfcLengthMeasure(0.),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText('')
IfcText('ADM2045.D1'),IfcText(''),IfcText(''),,,,,,,,,,,,,IfcText('IDT 6a'),,IfcLabel('IDT 6a - Single Door (Internal Glazing-Observation): 870 - 2060mm S/O'),IfcLabel('IDT 6a - Single Door (Internal Glazing-Observation): 870 - 2060mm S/O'),IfcText(''),IfcText('Aluminum'),,,IfcLengthMeasure(2060.),IfcLengthMeasure(2060.),,IfcText('3saj18cdz3tuij2sBo$5a1'),IfcText('G04'),IfcText('L11/579'),IfcLabel('Level: Level 2'),,IfcText('ADM2045.D1'),IfcText('23.30.10.00'),IfcText('Doors'),IfcText('Single Door Single Swing'),IfcLabel('New Construction'),,,,,IfcLengthMeasure(0.),,,IfcLabel('IDT 6a - Single Door (Internal Glazing-Observation): 870 - 2060mm S/O'),,IfcText('289'),IfcLengthMeasure(870.),,,,,,,,,IfcText(''),IfcText(''),,IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcLengthMeasure(1004.),IfcLengthMeasure(0.),IfcLengthMeasure(0.),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText('')
IfcText('ADM2C02.D4'),IfcText(''),IfcText(''),IfcText('TBC'),IfcText(''),IfcText('DD/SS (GL)'),IfcLengthMeasure(2060.),IfcLengthMeasure(32.),IfcLengthMeasure(910.5),IfcBoolean(.F.),IfcText('TBC'),IfcBoolean(.F.),IfcText('Kick'),IfcText(''),IfcText(''),IfcText('IDT 3b'),IfcBoolean(.F.),IfcLabel('IDT 3b - Equal Double Door (Glazed): 1910mm - 2110mm S/O Laminate'),IfcLabel('IDT 3b - Equal Double Door (Glazed): 1910mm - 2110mm S/O Laminate'),IfcText('Laminate'),IfcText('Painted Finish'),IfcLengthMeasure(32.),IfcText('3'),IfcLengthMeasure(2110.),IfcLengthMeasure(2110.),IfcLengthMeasure(139.999999999968),IfcText('19dVy$1I5C2xnMEglncrnD'),,IfcText('L20/431'),IfcLabel('Level: Level 2'),,IfcText('ADM2C02.D4'),IfcText(''),IfcText(''),IfcText('Double Door Single Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(1740.),IfcLengthMeasure(2110.),IfcLengthMeasure(1910.),IfcLengthMeasure(0.),IfcLengthMeasure(32.),IfcLengthMeasure(122.),IfcLabel('IDT 3b - Equal Double Door (Glazed): 1910mm - 2110mm S/O Laminate'),IfcText('DD/SS (GL)'),IfcText('278'),IfcLengthMeasure(1910.),IfcText('Hold Open'),,,,IfcText('FD30S'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
