,Unnamed: 0,id,type,GlobalId,OwnerHistory,Name,Description,ObjectType,ObjectPlacement,Representation,Tag,OverallHeight,OverallWidth,Fire Designation,Mark,DoorType,Mapped Level,Mapped MasterMark,Mapped Type,Mapped Height,Mapped Width,Mapped Fire Rating,Mapped Spec Ref,Mapped Access Control,Mapped Leaf Protection,Mapped Door Power,Mapped Ironmongery Set,Mapped Gap,Mapped Acoustic Rating,Mapped Wall Thickness (mm),Mapped Set ref,Mapped DoorType,Mapped Leaf,Mapped Swing,Mapped Fire,Mapped Xray,Mapped PowerCloserDelay,Mapped PullOrLever,Mapped Lock,Mapped SlaveLeafBolted,Mapped AccessControl,Mapped Direction,Mapped KickPlate,Mapped Mid-rail,Mapped FingerProtection,Mapped TypicalUses,Mapped SetDetails,Mapped Mid‐rail
759,1072805,1072805,IfcDoor,3FUg7aTk9CvPBQaDRa88Mv,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624460784)",IDT 3d - Equal Double Door:1910mm - 2110mm S/O Laminate:1016686,,1910mm - 2110mm S/O Laminate,"#1400584=IfcLocalPlacement(#1400563,#1400583)","#1072799=IfcProductDefinitionShape($,$,(#1072792,#1072797))",1016686,2110,1910,,ACC2047.D1,IDT 3d ,Level 2,ACC2047.D1,IDT 3d,2110,1910,,L20/431,,Kick,Delayed Close,42,6,,97,42,,2,Single,,,,Pull,Lock,Flush,,,1 side,,,Store; Linen,"New set - Hinges, 1no bolt-through pull handle, 2no 900x400 SSS kickplates, 50 ida ID disc, 2no floor stops, 1no 500x75 SSS pushplate, lockcase, cylinder, escutcheons, 2no fliushbolts, floor socket, 2no
floor stops.",
760,1073064,1073064,IfcDoor,3VdCBbpVv76eKl2je8kMUy,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624460784)",IDT 1d - Single Door:1060mm - 2110mm S/O Laminate:1021108,,1060mm - 2110mm S/O Laminate,"#1400621=IfcLocalPlacement(#1400600,#1400620)","#1073058=IfcProductDefinitionShape($,$,(#1073051,#1073056))",1021108,2110,1060,,ACC2002.D2,IDT 1d ,Level 2,ACC2002.D2,IDT 1d,2110,1060,,L20/431,,Kick,,06b,6,,97,06b,,1,Single,,,,Lever,Lock,,,,1 side,,,Consult/Exam; Office; Treatment; Cleaner; Linen; DU; Store; Beverage,As LSL,
761,1077149,1077149,IfcDoor,3BRCgC_uv3Nhr99iv1EggI,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624460784)",IDT 1d - Single Door:1060mm - 2110mm S/O Laminate:1106791,,1060mm - 2110mm S/O Laminate,"#1400660=IfcLocalPlacement(#1400637,#1400659)","#1077143=IfcProductDefinitionShape($,$,(#1077136,#1077141))",1106791,2110,1060,,ACU2197.D1,IDT 1d ,Level 2,ACU2197.D1,IDT 1d,2110,1060,,L20/431,,Kick,,03b,6,,97,03b,,1,Single,,,,Lever,Bathroom,,,,1 side,,,WCs no closer,As LSL,
762,1078229,1078229,IfcDoor,3lfZgrUlz7NfxmpSZ58bZh,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624460784)",IDT 2d - Double Unequal Door:1710mm - 2110mm S/O Laminate:1109119,,1710mm - 2110mm S/O Laminate,"#1400699=IfcLocalPlacement(#1400676,#1400698)","#1078223=IfcProductDefinitionShape($,$,(#1078216,#1078221))",1109119,2110,1710,,ACU2111A.D1,IDT 2d ,Level 2,ACU2111A.D1,IDT 2d,2110,1710,,L20/431,,Kick,,1,6,,97,1,,1.5,Single,,,,Lever,,Flush,,,1 side,,,Bedroom; 4 bed bay,As LSL,
763,1078360,1078360,IfcDoor,1m$IgFajLCx8HquZ_JKfcU,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624460784)",IDT 2a - Double Unequal Door (Glazed - Observation):1480mm - 2110mm S/O Laminate:1109703,,1480mm - 2110mm S/O Laminate,"#1400734=IfcLocalPlacement(#1400715,#1400733)","#1078354=IfcProductDefinitionShape($,$,(#1078347,#1078352))",1109703,2110,1480,,ACU2111.D1,IDT 2a ,Level 2,ACU2111.D1,IDT 2a,2110,1480,,L20/431,,Kick,,1,3,30dB,97,1,,1.5,Single,,,,Lever,,Flush,,,1 side,,,Bedroom; 4 bed bay,As LSL,
764,1082973,1082973,IfcDoor,0czObRW8bF5BtaFL0fk2mb,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624460784)",IDT 1d - Single Door:1060mm - 2110mm S/O Laminate:1197250,,1060mm - 2110mm S/O Laminate,"#1401281=IfcLocalPlacement(#1401258,#1401280)","#1082967=IfcProductDefinitionShape($,$,(#1082960,#1082965))",1197250,2110,1060,,ACC2007.D1,IDT 1d ,Level 2,ACC2007.D1,IDT 1d,2110,1060,,L20/431,,Kick,,06b,6,,97,06b,,1,Single,,,,Lever,Lock,,,,1 side,,,Consult/Exam; Office; Treatment; Cleaner; Linen; DU; Store; Beverage,As LSL,
765,1096635,1096635,IfcDoor,37aJODXvr29QmnD0s7ebcX,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624460784)",IDT 2d - Double Unequal Door:1510mm - 2110mm S/O Laminate:1221827,,1510mm - 2110mm S/O Laminate,"#1397823=IfcLocalPlacement(#1397800,#1397822)","#1096629=IfcProductDefinitionShape($,$,(#1096622,#1096627))",1221827,2110,1510,,ACU2198.D1,IDT 2d ,Level 2,ACU2198.D1,IDT 2d,2110,1510,,L20/431,,Kick,,17b,6,,127,17b,,1.5,Single,,,,Lever,Lock,Flush,,,1 side,,,,As LSL,
766,1101342,1101342,IfcDoor,2Fj8xrI2z8ixk9mX6GTptA,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624460784)",IDT 9a - Roller Shutter:2122 x 2400mm:1419919,,2122 x 2400mm,"#1401320=IfcLocalPlacement(#1401297,#1401319)","#1101336=IfcProductDefinitionShape($,$,(#1101329,#1101334))",1419919,2400,2122,,ACC2002.D1,IDT 9a ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
767,1286546,1286546,IfcDoor,2_Q8dtv1zDABDBi$ZKVgzR,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624460784)",IDT 3b - Equal Double Door (Glazed):1910mm - 2110mm S/O DS Laminate:1603831,,1910mm - 2110mm S/O DS Laminate,"#1401357=IfcLocalPlacement(#1401336,#1401356)","#1286540=IfcProductDefinitionShape($,$,(#1286533,#1286538))",1603831,2110,1910,FD30S,ACU2C04.D1,IDT 3b ,Level 2,ACU2C04.D1,IDT 3b,2110,1910,FD30S,L20/431,,Kick/Edge,Hold Open,12e*,3,,97,12e*,,2,Double,Fire,,HO springs,,,,,,2 sides,,,Cross corridor,New set - as 12e but SSS kickplates changed to PVC,
768,28460,28460,IfcDoor,23ATZcyPH3V9wdof5fvudt,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624460522)",IDT 1d - Single Door:1060mm - 2110mm S/O Laminate:989864,,1060mm - 2110mm S/O Laminate,"#2096541=IfcLocalPlacement(#2096522,#2096540)","#28454=IfcProductDefinitionShape($,$,(#28447,#28452))",989864,2110,1060,,MAT3306.D1,IDT 1d ,Level 3,MAT3306.D1,IDT 1d,2110,1060,,L20/431,,Kick,,06b,6,,97,06b,,1,Single,,,,Lever,Lock,,,,1 side,,,Consult/Exam; Office; Treatment; Cleaner; Linen; DU; Store; Beverage,As LSL,
769,89206,89206,IfcDoor,0D60VCxE98wg7LKKZVogjM,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624460522)",IDT 3b - Equal Double Door (Glazed):1910mm - 2110mm S/O Laminate:1037840,,1910mm - 2110mm S/O Laminate,"#2096950=IfcLocalPlacement(#2096927,#2096949)","#89198=IfcProductDefinitionShape($,$,(#89191,#89196))",1037840,2110,1910,FD30S,MAT3C07.D1,IDT 3b ,Level 3,MAT3C07.D1,IDT 3b,2110,1910,FD30S,L20/431,,Kick/Edge,Hold Open,12*,3,,97,12*,,2,Single,Fire,,HO closers,2 Pulls,,,,,1 side,,,Cross corridor,New set - as 12 but SSS kickplates changed to PVC,
770,89350,89350,IfcDoor,1ODPpE4Pf3qgacW7M0MCuS,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624460522)",IDT 3b - Equal Double Door (Glazed):1910mm - 2110mm S/O Laminate:1037841,,1910mm - 2110mm S/O Laminate,"#2096761=IfcLocalPlacement(#2096740,#2096760)","#89342=IfcProductDefinitionShape($,$,(#89335,#89340))",1037841,2110,1910,FD30S,MAT3C09.D1,IDT 3b ,Level 3,MAT3C09.D1,IDT 3b,2110,1910,FD30S,L20/431,,Kick/Edge,Hold Open,12*,3,,97,12*,,2,Single,Fire,,HO closers,2 Pulls,,,,,1 side,,,Cross corridor,New set - as 12 but SSS kickplates changed to PVC,
771,102892,102892,IfcDoor,2Eq00BQdr56h$SoGXftZyF,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624460522)",IDT 2d - Double Unequal Door:1510mm - 2110mm S/O Laminate:1037847,,1510mm - 2110mm S/O Laminate,"#2096989=IfcLocalPlacement(#2096966,#2096988)","#102886=IfcProductDefinitionShape($,$,(#102879,#102884))",1037847,2110,1510,,MAT3106.D1,IDT 2d ,Level 3,MAT3106.D1,IDT 2d,2110,1510,,L20/431,,Kick,,1,3,30dB,97,1,,1.5,Single,,,,Lever,,Flush,,,1 side,,,Bedroom; 4 bed bay,As LSL,
772,116316,116316,IfcDoor,3EZm06wlf1K8tfLfTbOTxT,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624460522)",IDT 2d - Double Unequal Door:1510mm - 2110mm S/O Laminate:1037848,,1510mm - 2110mm S/O Laminate,"#2097026=IfcLocalPlacement(#2097005,#2097025)","#116310=IfcProductDefinitionShape($,$,(#116303,#116308))",1037848,2110,1510,,MAT3107.D1,IDT 2d ,Level 3,MAT3107.D1,IDT 2d,2110,1510,,L20/431,,Kick,,1,3,30dB,97,1,,1.5,Single,,,,Lever,,Flush,,,1 side,,,Bedroom; 4 bed bay,As LSL,
773,116703,116703,IfcDoor,0vJjKTV3L6whGz8xbZP6Ip,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624460522)",IDT 1d - Single Door:1060mm - 2110mm S/O Laminate:1037856,,1060mm - 2110mm S/O Laminate,"#2097100=IfcLocalPlacement(#2097079,#2097099)","#116697=IfcProductDefinitionShape($,$,(#116690,#116695))",1037856,2110,1060,,MAT3127.D1,IDT 1d ,Level 3,MAT3127.D1,IDT 1d,2110,1060,,L20/431,,Kick,,06b,6,,97,06b,,1,Single,,,,Lever,Lock,,,,1 side,,,Consult/Exam; Office; Treatment; Cleaner; Linen; DU; Store; Beverage,As LSL,
774,130118,130118,IfcDoor,3EZm06wlf1K8tfLfTbOTxc,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624460522)",IDT 2d - Double Unequal Door:1510mm - 2110mm S/O Laminate:1037859,,1510mm - 2110mm S/O Laminate,"#2097135=IfcLocalPlacement(#2097116,#2097134)","#130110=IfcProductDefinitionShape($,$,(#130103,#130108))",1037859,2110,1510,,MAT3112.D1,IDT 2d ,Level 3,MAT3112.D1,IDT 2d,2110,1510,,L20/431,,Kick,,1,3,30dB,97,1,,1.5,Single,,,,Lever,,Flush,,,1 side,,,Bedroom; 4 bed bay,As LSL,
775,130255,130255,IfcDoor,1loVclGWLB4O4whTXWBYM1,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624460522)",IDT 2d - Double Unequal Door:1510mm - 2110mm S/O Laminate:1037860,,1510mm - 2110mm S/O Laminate,"#2097063=IfcLocalPlacement(#2097042,#2097062)","#130247=IfcProductDefinitionShape($,$,(#130240,#130245))",1037860,2110,1510,,MAT3112A.D1,IDT 2d ,Level 3,MAT3112A.D1,IDT 2d,2110,1510,,L20/431,,Kick,,1,25,,97,1,,1.5,Single,,,,Lever,,Flush,,,1 side,,,Bedroom; 4 bed bay,As LSL,
776,143665,143665,IfcDoor,3EZm06wlf1K8tfLfTbOTxW,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624460522)",IDT 2d - Double Unequal Door:1510mm - 2110mm S/O Laminate:1037861,,1510mm - 2110mm S/O Laminate,"#2097174=IfcLocalPlacement(#2097151,#2097173)","#143657=IfcProductDefinitionShape($,$,(#143650,#143655))",1037861,2110,1510,,MAT3113.D1,IDT 2d ,Level 3,MAT3113.D1,IDT 2d,2110,1510,,L20/431,,Kick,,1,3,30dB,97,1,,1.5,Single,,,,Lever,,Flush,,,1 side,,,Bedroom; 4 bed bay,As LSL,
777,156450,156450,IfcDoor,3EZm06wlf1K8tfLfTbOTxZ,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624460522)",IDT 1d - Single Door:1060mm - 2110mm S/O Laminate:1037862,,1060mm - 2110mm S/O Laminate,"#2096689=IfcLocalPlacement(#2096668,#2096688)","#156444=IfcProductDefinitionShape($,$,(#156437,#156442))",1037862,2110,1060,,MAT3124.D1,IDT 1d ,Level 3,MAT3124.D1,IDT 1d,2110,1060,,L20/431,,Kick,,06b,6,,97,06b,,1,Single,,,,Lever,Lock,,,,1 side,,,Consult/Exam; Office; Treatment; Cleaner; Linen; DU; Store; Beverage,As LSL,
778,156586,156586,IfcDoor,3EZm06wlf1K8tfLfTbOTxi,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624460522)",IDT 2d - Double Unequal Door:1510mm - 2110mm S/O Laminate:1037865,,1510mm - 2110mm S/O Laminate,"#2097211=IfcLocalPlacement(#2097190,#2097210)","#156580=IfcProductDefinitionShape($,$,(#156573,#156578))",1037865,2110,1510,,MAT3135.D1,IDT 2d ,Level 3,MAT3135.D1,IDT 2d,2110,1510,,L20/431,,Kick,,17b,6,,97,17b,,1.5,Single,,,,Lever,Lock,Flush,,,1 side,,,,As LSL,
779,157208,157208,IfcDoor,3EZm06wlf1K8tfLfTbOTxm,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624460522)",IDT 2d - Double Unequal Door:1510mm - 2110mm S/O Laminate:1037877,,1510mm - 2110mm S/O Laminate,"#2097250=IfcLocalPlacement(#2097227,#2097249)","#157202=IfcProductDefinitionShape($,$,(#157195,#157200))",1037877,2110,1510,,MAT3101.D1,IDT 2d ,Level 3,MAT3101.D1,IDT 2d,2110,1510,,L20/431,,Kick,,1,3,30dB,97,1,,1.5,Single,,,,Lever,,Flush,,,1 side,,,Bedroom; 4 bed bay,As LSL,
780,157343,157343,IfcDoor,3EZm06wlf1K8tfLfTbOTxp,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624460522)",IDT 2d - Double Unequal Door:1510mm - 2110mm S/O Laminate:1037878,,1510mm - 2110mm S/O Laminate,"#2097326=IfcLocalPlacement(#2097305,#2097325)","#157337=IfcProductDefinitionShape($,$,(#157330,#157335))",1037878,2110,1510,,MAT3102.D1,IDT 2d ,Level 3,MAT3102.D1,IDT 2d,2110,1510,,L20/431,,Kick,,1,3,30dB,97,1,,1.5,Single,,,,Lever,,Flush,,,1 side,,,Bedroom; 4 bed bay,As LSL,
781,170249,170249,IfcDoor,3EZm06wlf1K8tfLfTbOTx_,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624460522)",IDT 1d - Single Door:1060mm - 2110mm S/O Laminate:1037883,,1060mm - 2110mm S/O Laminate,"#2097363=IfcLocalPlacement(#2097342,#2097362)","#170243=IfcProductDefinitionShape($,$,(#170236,#170241))",1037883,2110,1060,,MAT3101.D2,IDT 1d ,Level 3,MAT3101.D2,IDT 1d,2110,1060,,L20/431,,Kick,,06b,3,30dB,97,06b,,1,Single,,,,Lever,Lock,,,,1 side,,,Consult/Exam; Office; Treatment; Cleaner; Linen; DU; Store; Beverage,As LSL,
782,196593,196593,IfcDoor,3EZm06wlf1K8tfLfTbOTxv,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624460522)",IDT 1c - Single Door (Glazed):1060mm - 2110mm S/O Laminate:1037884,,1060mm - 2110mm S/O Laminate,"#2096580=IfcLocalPlacement(#2096557,#2096579)","#196587=IfcProductDefinitionShape($,$,(#196580,#196585))",1037884,2110,1060,,MAT3138.D1,IDT 1c ,Level 3,MAT3138.D1,IDT 1c,2110,1060,,L20/431,,Kick,,06b,3,35dB,97,06b,,1,Single,,,,Lever,Lock,,,,1 side,,,Consult/Exam; Office; Treatment; Cleaner; Linen; DU; Store; Beverage,As LSL,
783,247958,247958,IfcDoor,3EZm06wlf1K8tfLfTbOTw5,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624460522)",IDT 3a - Equal Double Door (Glazed - Observation) Frameless:1910mm - 2060mm S/O Frameless Laminate:1037888,,1910mm - 2060mm S/O Frameless Laminate,"#2097449=IfcLocalPlacement(#2097428,#2097448)","#247952=IfcProductDefinitionShape($,$,(#247945,#247950))",1037888,2060,1910,,MAT3122.D1,IDT 3a ,Level 3,MAT3122.D1,,,,,L11/579,,,,,,,,,,,,,,,,,,,,,,,,,
784,248162,248162,IfcDoor,3EZm06wlf1K8tfLfTbOTw4,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624460522)",IDT 2d - Double Unequal Door:1510mm - 2110mm S/O Laminate:1037889,,1510mm - 2110mm S/O Laminate,"#2097486=IfcLocalPlacement(#2097465,#2097485)","#248156=IfcProductDefinitionShape($,$,(#248149,#248154))",1037889,2110,1510,,MAT3122A.D1,IDT 2d ,Level 3,MAT3122A.D1,IDT 2d,2110,1510,,L20/431,,Kick,,1,25,,97,1,,1.5,Single,,,,Lever,,Flush,,,1 side,,,Bedroom; 4 bed bay,As LSL,
785,248888,248888,IfcDoor,3EZm06wlf1K8tfLfTbOTwD,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624460522)",IDT 2d - Double Unequal Door:1510mm - 2110mm S/O Laminate:1037896,,1510mm - 2110mm S/O Laminate,"#2097560=IfcLocalPlacement(#2097539,#2097559)","#248882=IfcProductDefinitionShape($,$,(#248875,#248880))",1037896,2110,1510,,MAT3116A.D1,IDT 2d ,Level 3,MAT3116A.D1,IDT 2d,2110,1510,,L20/431,,Kick,,1,25,,97,1,,1.5,Single,,,,Lever,,Flush,,,1 side,,,Bedroom; 4 bed bay,As LSL,
786,249723,249723,IfcDoor,3EZm06wlf1K8tfLfTbOTwL,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624460522)",IDT 2d - Double Unequal Door:1510mm - 2110mm S/O Laminate:1037904,,1510mm - 2110mm S/O Laminate,"#2097599=IfcLocalPlacement(#2097576,#2097598)","#249717=IfcProductDefinitionShape($,$,(#249710,#249715))",1037904,2110,1510,,MAT3115A.D1,IDT 2d ,Level 3,MAT3115A.D1,IDT 2d,2110,1510,,L20/431,,Kick,,1,25,,97,1,,1.5,Single,,,,Lever,,Flush,,,1 side,,,Bedroom; 4 bed bay,As LSL,
787,249854,249854,IfcDoor,3EZm06wlf1K8tfLfTbOTwK,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624460522)",IDT 2d - Double Unequal Door:1510mm - 2110mm S/O Laminate:1037905,,1510mm - 2110mm S/O Laminate,"#2097636=IfcLocalPlacement(#2097615,#2097635)","#249848=IfcProductDefinitionShape($,$,(#249841,#249846))",1037905,2110,1510,,MAT3115.D1,IDT 2d ,Level 3,MAT3115.D1,IDT 2d,2110,1510,,L20/431,,Kick,,1,3,30dB,97,1,,1.5,Single,,,,Lever,,Flush,,,1 side,,,Bedroom; 4 bed bay,As LSL,
788,284342,284342,IfcDoor,3EZm06wlf1K8tfLfTbOTwM,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624460522)",IDT 1b - Single Door (Glazed):1060mm-2110mm S/O Laminate:1037907,,1060mm-2110mm S/O Laminate,"#2096724=IfcLocalPlacement(#2096705,#2096723)","#284336=IfcProductDefinitionShape($,$,(#284329,#284334))",1037907,2110,1060,,MAT3125.D1,IDT 1b ,Level 3,MAT3125.D1,IDT 1b,2110,1060,,L20/431,Yes,Kick,,04b,6,,97,04b,,1,Single,,,Closer,Pull,Lock,,Maglock,In,1 side,,,,New set - as 04b but SSS kickplate changed to PVC,
789,285032,285032,IfcDoor,3EZm06wlf1K8tfLfTbOTwT,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624460522)",IDT 2d - Double Unequal Door:1510mm - 2110mm S/O Laminate:1037912,,1510mm - 2110mm S/O Laminate,"#2097714=IfcLocalPlacement(#2097691,#2097713)","#285026=IfcProductDefinitionShape($,$,(#285019,#285024))",1037912,2110,1510,,MAT3104A.D1,IDT 2d ,Level 3,MAT3104A.D1,IDT 2d,2110,1510,,L20/431,,Kick,,1,25,,97,1,,1.5,Single,,,,Lever,,Flush,,,1 side,,,Bedroom; 4 bed bay,As LSL,
790,285162,285162,IfcDoor,3EZm06wlf1K8tfLfTbOTwS,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624460522)",IDT 2d - Double Unequal Door:1510mm - 2110mm S/O Laminate:1037913,,1510mm - 2110mm S/O Laminate,"#2097675=IfcLocalPlacement(#2097652,#2097674)","#285156=IfcProductDefinitionShape($,$,(#285149,#285154))",1037913,2110,1510,,MAT3104.D1,IDT 2d ,Level 3,MAT3104.D1,IDT 2d,2110,1510,,L20/431,,Kick,,1,3,30dB,97,1,,1.5,Single,,,,Lever,,Flush,,,1 side,,,Bedroom; 4 bed bay,As LSL,
791,285657,285657,IfcDoor,3EZm06wlf1K8tfLfTbOTwQ,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624460522)",IDT 2d - Double Unequal Door:1510mm - 2110mm S/O Laminate:1037919,,1510mm - 2110mm S/O Laminate,"#2097790=IfcLocalPlacement(#2097769,#2097789)","#285651=IfcProductDefinitionShape($,$,(#285644,#285649))",1037919,2110,1510,,MAT3105A.D1,IDT 2d ,Level 3,MAT3105A.D1,IDT 2d,2110,1510,,L20/431,,Kick,,1,25,,97,1,,1.5,Single,,,,Lever,,Flush,,,1 side,,,Bedroom; 4 bed bay,As LSL,
792,285787,285787,IfcDoor,3EZm06wlf1K8tfLfTbOTwb,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624460522)",IDT 2d - Double Unequal Door:1510mm - 2110mm S/O Laminate:1037920,,1510mm - 2110mm S/O Laminate,"#2097753=IfcLocalPlacement(#2097730,#2097752)","#285781=IfcProductDefinitionShape($,$,(#285774,#285779))",1037920,2110,1510,,MAT3105.D1,IDT 2d ,Level 3,MAT3105.D1,IDT 2d,2110,1510,,L20/431,,Kick,,1,3,30dB,97,1,,1.5,Single,,,,Lever,,Flush,,,1 side,,,Bedroom; 4 bed bay,As LSL,
793,286476,286476,IfcDoor,3EZm06wlf1K8tfLfTbOTwZ,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624460522)",IDT 2d - Double Unequal Door:1510mm - 2110mm S/O Laminate:1037926,,1510mm - 2110mm S/O Laminate,"#2097862=IfcLocalPlacement(#2097841,#2097861)","#286470=IfcProductDefinitionShape($,$,(#286463,#286468))",1037926,2110,1510,,MAT3103A.D1,IDT 2d ,Level 3,MAT3103A.D1,IDT 2d,2110,1510,,L20/431,,Kick,,1,25,,97,1,,1.5,Single,,,,Lever,,Flush,,,1 side,,,Bedroom; 4 bed bay,As LSL,
794,286607,286607,IfcDoor,3EZm06wlf1K8tfLfTbOTwY,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624460522)",IDT 2d - Double Unequal Door:1510mm - 2110mm S/O Laminate:1037927,,1510mm - 2110mm S/O Laminate,"#2097825=IfcLocalPlacement(#2097806,#2097824)","#286601=IfcProductDefinitionShape($,$,(#286594,#286599))",1037927,2110,1510,,MAT3103.D1,IDT 2d ,Level 3,MAT3103.D1,IDT 2d,2110,1510,,L20/431,,Kick,,1,3,30dB,97,1,,1.5,Single,,,,Lever,,Flush,,,1 side,,,Bedroom; 4 bed bay,As LSL,
795,287482,287482,IfcDoor,3EZm06wlf1K8tfLfTbOTwq,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624460522)",IDT 3a - Equal Double Door (Glazed - Observation) Frameless:1910mm - 2060mm S/O Frameless Laminate:1037937,,1910mm - 2060mm S/O Frameless Laminate,"#2098024=IfcLocalPlacement(#2098003,#2098023)","#287474=IfcProductDefinitionShape($,$,(#287467,#287472))",1037937,2060,1910,,MAT3121.D1,IDT 3a ,Level 3,MAT3121.D1,,,,,L11/579,,,,,,,,,,,,,,,,,,,,,,,,,
796,287607,287607,IfcDoor,3EZm06wlf1K8tfLfTbOTwn,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624460522)",IDT 2d - Double Unequal Door:1510mm - 2110mm S/O Laminate:1037940,,1510mm - 2110mm S/O Laminate,"#2097987=IfcLocalPlacement(#2097966,#2097986)","#287599=IfcProductDefinitionShape($,$,(#287592,#287597))",1037940,2110,1510,,MAT3120A.D1,IDT 2d ,Level 3,MAT3120A.D1,IDT 2d,2110,1510,,L20/431,,Kick,,1,25,,97,1,,1.5,Single,,,,Lever,,Flush,,,1 side,,,Bedroom; 4 bed bay,As LSL,
797,287739,287739,IfcDoor,3EZm06wlf1K8tfLfTbOTwm,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624460522)",IDT 2d - Double Unequal Door:1510mm - 2110mm S/O Laminate:1037941,,1510mm - 2110mm S/O Laminate,"#2098061=IfcLocalPlacement(#2098040,#2098060)","#287731=IfcProductDefinitionShape($,$,(#287724,#287729))",1037941,2110,1510,,MAT3121A.D1,IDT 2d ,Level 3,MAT3121A.D1,IDT 2d,2110,1510,,L20/431,,Kick,,1,25,,97,1,,1.5,Single,,,,Lever,,Flush,,,1 side,,,Bedroom; 4 bed bay,As LSL,
798,287998,287998,IfcDoor,3EZm06wlf1K8tfLfTbOTwz,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624460522)",IDT 2d - Double Unequal Door:1510mm - 2110mm S/O Laminate:1037944,,1510mm - 2110mm S/O Laminate,"#2096798=IfcLocalPlacement(#2096777,#2096797)","#287990=IfcProductDefinitionShape($,$,(#287983,#287988))",1037944,2110,1510,,MAT3118A.D1,IDT 2d ,Level 3,MAT3118A.D1,IDT 2d,2110,1510,,L20/431,,Kick,,1,25,,97,1,,1.5,Single,,,,Lever,,Flush,,,1 side,,,Bedroom; 4 bed bay,As LSL,
799,301699,301699,IfcDoor,3EZm06wlf1K8tfLfTbOTw$,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624460522)",IDT 2a - Double Unequal Door (Glazed - Observation):1424mm - 2060mm S/O Laminate:1037946,,1424mm - 2060mm S/O Laminate,"#2097901=IfcLocalPlacement(#2097878,#2097900)","#301691=IfcProductDefinitionShape($,$,(#301684,#301689))",1037946,2060,1424,,MAT3118.D1,IDT 2a ,Level 3,MAT3118.D1,,,,,L11/579,,,,,,,,,,,,,,,,,,,,,,,,,
