,Unnamed: 0,id,type,GlobalId,OwnerHistory,Name,Description,ObjectType,ObjectPlacement,Representation,Tag,OverallHeight,OverallWidth,Fire Designation,Mark,DoorType,Mapped Level,Mapped MasterMark,Mapped Type,Mapped Height,Mapped Width,Mapped Fire Rating,Mapped Spec Ref,Mapped Access Control,Mapped Leaf Protection,Mapped Door Power,Mapped Ironmongery Set,Mapped Gap,Mapped Acoustic Rating,Mapped Wall Thickness (mm),Mapped Set ref,Mapped DoorType,Mapped Leaf,Mapped Swing,Mapped Fire,Mapped Xray,Mapped PowerCloserDelay,Mapped PullOrLever,Mapped Lock,Mapped SlaveLeafBolted,Mapped AccessControl,Mapped Direction,Mapped KickPlate,Mapped Mid-rail,Mapped FingerProtection,Mapped TypicalUses,Mapped SetDetails,Mapped Mid‐rail
1161,2041682,2041682,IfcDoor,1saDB3OhLDvQmvKCANrlD8,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624702692)",IDT 3b - Equal Double Door (Glazed):1910mm - 2110mm S/O Laminate:897720,,1910mm - 2110mm S/O Laminate,"#4883371=IfcLocalPlacement(#4883350,#4883370)","#2041676=IfcProductDefinitionShape($,$,(#2041669,#2041674))",897720,2110,1910,FD30S,CIR3116.D2,IDT 3b ,Level 3,CIR3116.D2,IDT 3b,2110,1910,FD30S,L20/431,,Kick,,21a,3,,97,21a,,2,Single,Fire,,2 Closers,2 Pulls,,,,,1 side,,,,As LSL,
1162,2042941,2042941,IfcDoor,2n6gn_IO93lvVkD8eWnNyo,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624702692)",IDT 3b - Equal Double Door (Glazed):1910mm - 2110mm S/O DS Laminate:897756,,1910mm - 2110mm S/O DS Laminate,"#4883410=IfcLocalPlacement(#4883387,#4883409)","#2042935=IfcProductDefinitionShape($,$,(#2042928,#2042933))",897756,2110,1910,FD60S,CIR3113.D1,IDT 3b ,Level 3,CIR3113.D1,IDT 3b,2110,1910,FD60S,L20/431,Yes,Kick/Mid/Edge,Delayed Close,11k,3,,97,11k,,2,Double,Fire,,RS Springs,,,,Solenoid,Double,2 sides,,,,New set - As revised 11b plus 4no 900x200 PVC midplates,2 sides
1163,2098568,2098568,IfcDoor,1saDB3OhLDvQmvKCANreIg,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624702692)",IDT 3b - Equal Double Door (Glazed):1910mm - 2110mm S/O 180degree Laminate:902490,,1910mm - 2110mm S/O 180degree Laminate,"#4883527=IfcLocalPlacement(#4883504,#4883526)","#2098562=IfcProductDefinitionShape($,$,(#2098555,#2098560))",902490,2110,1910,FD60S,CIR4105.D1,IDT 3b ,Level 4,CIR4105.D1,IDT 3b,2110,1910,FD60S,L20/431,,Kick,Hold Open,31,3,,142,31,,2,Single 180°,Fire,,HO 180°,2 Pulls,,,,,1 side,,,Lift lobbies,AS LSL,
1164,2154186,2154186,IfcDoor,1saDB3OhLDvQmvKCANreIH,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624702692)",IDT 3b - Equal Double Door (Glazed):1910mm - 2110mm S/O 180degree Laminate:902497,,1910mm - 2110mm S/O 180degree Laminate,"#4883566=IfcLocalPlacement(#4883543,#4883565)","#2154180=IfcProductDefinitionShape($,$,(#2154173,#2154178))",902497,2110,1910,FD60S,CIR4114.D1,IDT 3b ,Level 4,CIR4114.D1,IDT 3b,2110,1910,FD60S,L20/431,,Kick,Hold Open,31,3,,142,31,,2,Single 180°,Fire,,HO 180°,2 Pulls,,,,,1 side,,,Lift lobbies,AS LSL,
1165,2219672,2219672,IfcDoor,1saDB3OhLDvQmvKCANreIB,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624702692)",IDT 3b - Equal Double Door (Glazed):1910mm - 2110mm S/O DS Laminate:902523,,1910mm - 2110mm S/O DS Laminate,"#4883603=IfcLocalPlacement(#4883582,#4883602)","#2219666=IfcProductDefinitionShape($,$,(#2219659,#2219664))",902523,2110,1910,FD30S,CIR4111.D1,IDT 3b ,Level 4,CIR4111.D1,IDT 3b,2110,1910,FD30S,L20/431,,Kick,Hold Open,12e,3,,142,12e,,2,Double,Fire,,HO springs,,,,,,2 sides,,,Cross corridor,New set - As LSL 12b minus midplates,
1166,2274990,2274990,IfcDoor,1saDB3OhLDvQmvKCANreID,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624702692)",IDT 3b - Equal Double Door (Glazed):1910mm - 2110mm S/O Laminate:902525,,1910mm - 2110mm S/O Laminate,"#4883642=IfcLocalPlacement(#4883619,#4883641)","#2274984=IfcProductDefinitionShape($,$,(#2274977,#2274982))",902525,2110,1910,FD30S,CIR4104.D1,IDT 3b ,Level 4,CIR4104.D1,IDT 3b,2110,1910,FD30S,L20/431,,Kick,,21a,3,,142,21a,,2,Single,Fire,,2 Closers,2 Pulls,,,,,1 side,,,,As LSL,
1167,2340473,2340473,IfcDoor,1saDB3OhLDvQmvKCANreIF,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624702692)",IDT 3b - Equal Double Door (Glazed):1910mm - 2110mm S/O DS Laminate:902527,,1910mm - 2110mm S/O DS Laminate,"#4883681=IfcLocalPlacement(#4883658,#4883680)","#2340467=IfcProductDefinitionShape($,$,(#2340460,#2340465))",902527,2110,1910,FD30S,CIR4107.D1,IDT 3b ,Level 4,CIR4107.D1,IDT 3b,2110,1910,FD30S,L20/431,,Kick,Hold Open,12e,3,,142,12e,,2,Double,Fire,,HO springs,,,,,,2 sides,,,Cross corridor,New set - As LSL 12b minus midplates,
1168,2352484,2352484,IfcDoor,1saDB3OhLDvQmvKCANreHo,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624702692)",IDT 3d - Equal Double Door:1910mm - 2110mm S/O Painted:902530,,1910mm - 2110mm S/O Painted,"#4883449=IfcLocalPlacement(#4883426,#4883448)","#2352478=IfcProductDefinitionShape($,$,(#2352471,#2352476))",902530,2110,1910,FD30S,PLA4113.D2,IDT 3d ,Level 4,PLA4113.D2,IDT 3d,2110,1910,FD30S,L20/439,,Kick,,7,3,,97,7,,2,Single,Fire,,Closer,Pull,Lock,Flush,,,1 side,,,Plant,"As LSL minus 1no closer, 1no pull handle, 2no Fire Door Keep shut signs, 1no pushplate plus 2no Fire Door Keep Locked signs",
1169,2418039,2418039,IfcDoor,1saDB3OhLDvQmvKCANreHu,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624702692)",IDT 3b - Equal Double Door (Glazed):1910mm - 2110mm S/O DS Laminate:902536,,1910mm - 2110mm S/O DS Laminate,"#4883720=IfcLocalPlacement(#4883697,#4883719)","#2418033=IfcProductDefinitionShape($,$,(#2418026,#2418031))",902536,2110,1910,FD30S,CIR4115.D1,IDT 3b ,Level 4,CIR4115.D1,IDT 3b,2110,1910,FD30S,L20/431,,Kick,Delayed Close,22,3,,142,22,,2,Double,Fire,,RS Springs,,,,,,2 sides,,,,As LSL but floor springs changed to reduced speed type,
1170,2418164,2418164,IfcDoor,1saDB3OhLDvQmvKCANreHw,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624702692)",IDT 3d - Equal Double Door:1910mm - 2110mm S/O Painted:902538,,1910mm - 2110mm S/O Painted,"#4883488=IfcLocalPlacement(#4883465,#4883487)","#2418158=IfcProductDefinitionShape($,$,(#2418151,#2418156))",902538,2110,1910,FD30S,PLA4122.D2,IDT 3d ,Level 4,PLA4122.D2,IDT 3d,2110,1910,FD30S,L20/439,,Kick,,7,3,,97,7,,2,Single,Fire,,Closer,Pull,Lock,Flush,,,1 side,,,Plant,"As LSL minus 1no closer, 1no pull handle, 2no Fire Door Keep shut signs, 1no pushplate plus 2no Fire Door Keep Locked signs",
1171,2418822,2418822,IfcDoor,1saDB3OhLDvQmvKCANreUP,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624702692)",IDT 4a - Riser Double Door:1610mm - 2110mm S/O Painted:902761,,1610mm - 2110mm S/O Painted,"#4883872=IfcLocalPlacement(#4883851,#4883871)","#2418816=IfcProductDefinitionShape($,$,(#2418809,#2418814))",902761,2110,1610,FD60S,PLA4118.D1,IDT 4a ,Level 4,PLA4118.D1,IDT 4a,2110,1610,FD60S,L20/439,,,,09a,3,,119,09a,,2,Single,Fire,,,Cylinder,Lock,Flush,,,,,,Riser; EDC,As LSL Plus door ID disc,
1172,2419069,2419069,IfcDoor,1saDB3OhLDvQmvKCANreU3,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624702692)",IDT 3b - Equal Double Door (Glazed):1910mm - 2110mm S/O DS Laminate:902771,,1910mm - 2110mm S/O DS Laminate,"#4883909=IfcLocalPlacement(#4883888,#4883908)","#2419063=IfcProductDefinitionShape($,$,(#2419056,#2419061))",902771,2110,1910,FD30S,CIR4109.D1,IDT 3b ,Level 4,CIR4109.D1,IDT 3b,2110,1910,FD30S,L20/431,,Kick,Hold Open,12e,3,,142,12e,,2,Double,Fire,,HO springs,,,,,,2 sides,,,Cross corridor,New set - As LSL 12b minus midplates,
1173,2419317,2419317,IfcDoor,1saDB3OhLDvQmvKCANreTW,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624702692)",IDT 4a - Riser Double Door:1810mm - 2110mm S/O Painted:902800,,1810mm - 2110mm S/O Painted,"#4883985=IfcLocalPlacement(#4883964,#4883984)","#2419311=IfcProductDefinitionShape($,$,(#2419304,#2419309))",902800,2110,1810,FD60S,PLA4116.D1,IDT 4a ,Level 4,PLA4116.D1,IDT 4a,2110,1810,FD60S,L20/439,,,,09a,3,,119,09a,,2,Single,Fire,,,Cylinder,Lock,Flush,,,,,,Riser; EDC,As LSL Plus door ID disc,
1174,2419443,2419443,IfcDoor,1saDB3OhLDvQmvKCANreTX,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624702692)",IDT 4a - Riser Double Door:1810mm - 2110mm S/O Painted:902801,,1810mm - 2110mm S/O Painted,"#4883948=IfcLocalPlacement(#4883925,#4883947)","#2419437=IfcProductDefinitionShape($,$,(#2419430,#2419435))",902801,2110,1810,FD60S,PLA4115.D1,IDT 4a ,Level 4,PLA4115.D1,IDT 4a,2110,1810,FD60S,L20/439,,,,09a,3,,119,09a,,2,Single,Fire,,,Cylinder,Lock,Flush,,,,,,Riser; EDC,As LSL Plus door ID disc,
1175,2419566,2419566,IfcDoor,1saDB3OhLDvQmvKCANreTg,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624702692)",IDT 4a - Riser Double Door:1610mm - 2110mm S/O Painted:902810,,1610mm - 2110mm S/O Painted,"#4883835=IfcLocalPlacement(#4883814,#4883834)","#2419560=IfcProductDefinitionShape($,$,(#2419553,#2419558))",902810,2110,1610,FD60S,PLA4111.D1,IDT 4a ,Level 4,PLA4111.D1,IDT 4a,2110,1610,FD60S,L20/439,,,,09a,3,,119,09a,,2,Single,Fire,,,Cylinder,Lock,Flush,,,,,,Riser; EDC,As LSL Plus door ID disc,
1176,2419690,2419690,IfcDoor,1saDB3OhLDvQmvKCANreTl,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624702692)",IDT 4a - Riser Double Door:1610mm - 2110mm S/O Painted:902815,,1610mm - 2110mm S/O Painted,"#4883798=IfcLocalPlacement(#4883775,#4883797)","#2419684=IfcProductDefinitionShape($,$,(#2419677,#2419682))",902815,2110,1610,FD60S,PLA4110.D1,IDT 4a ,Level 4,PLA4110.D1,IDT 4a,2110,1610,FD60S,L20/439,,,,09a,3,,119,09a,,2,Single,Fire,,,Cylinder,Lock,Flush,,,,,,Riser; EDC,As LSL Plus door ID disc,
1177,2432570,2432570,IfcDoor,1saDB3OhLDvQmvKCANreTU,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624702692)",IDT 1d - Single Door:1010mm - 2110mm S/O Laminate:902830,,1010mm - 2110mm S/O Laminate,"#4884022=IfcLocalPlacement(#4884001,#4884021)","#2432564=IfcProductDefinitionShape($,$,(#2432557,#2432562))",902830,2110,1010,FD60S,IP94104.D1,IDT 1d ,Level 4,IP94104.D1,IDT 1d,2110,1010,FD60S,L20/431,,Kick,,06b,3,,142,06b,,1,Single,,,,Lever,Lock,,,,1 side,,,Consult/Exam; Office; Treatment; Cleaner; Linen; DU; Store; Beverage,As LSL,
1178,2446182,2446182,IfcDoor,1saDB3OhLDvQmvKCANreSq,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624702692)",IDT 2d - Double Unequal Door:1510mm - 2110mm S/O Laminate:902852,,1510mm - 2110mm S/O Laminate,"#4884059=IfcLocalPlacement(#4884038,#4884058)","#2446176=IfcProductDefinitionShape($,$,(#2446169,#2446174))",902852,2110,1510,,IP94101.D1,IDT 2d ,Level 4,IP94101.D1,IDT 2d,2110,1510,,L20/431,,Kick,,17b,6,,142,17b,,1.5,Single,,,,Lever,Lock,Flush,,,1 side,,,,As LSL,
1179,2460797,2460797,IfcDoor,1saDB3OhLDvQmvKCANreSu,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624702692)",IDT 2c - Double Unequal Door (Glazed):1710mm - 2110mm S/O Laminate:902856,,1710mm - 2110mm S/O Laminate,"#4883759=IfcLocalPlacement(#4883736,#4883758)","#2460791=IfcProductDefinitionShape($,$,(#2460784,#2460789))",902856,2110,1710,FD30S,IP94100.D1,IDT 2c ,Level 4,IP94100.D1,IDT 2c,2110,1710,FD30S,L20/431,Yes,Kick,Delayed Close,08g,3,,142,08g,,1.5,Single,Fire,,Delay,Pull,,Flush,Maglock,In,1 side,,,Regen Kitchen,New set - As 08DA but SSS kickplates changed to PVC plus 1no 900x200 & 1no 400x200 PVC midplates,1 side
1180,2461561,2461561,IfcDoor,1saDB3OhLDvQmvKCANreRX,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624702692)",IDT 3b - Equal Double Door (Glazed):1910mm - 2110mm S/O DS Laminate:902929,,1910mm - 2110mm S/O DS Laminate,"#4884172=IfcLocalPlacement(#4884149,#4884171)","#2461555=IfcProductDefinitionShape($,$,(#2461548,#2461553))",902929,2110,1910,FD30S,CIR4113.D1,IDT 3b ,Level 4,CIR4113.D1,IDT 3b,2110,1910,FD30S,L20/431,Yes,Kick,Delayed Close,11b*,3,,142,11b*,,2,Double,Fire,,RS Springs,,,,Solenoid,Double,2 sides,,,,New set - as revised set 11 but  SSS kickplates changed to PVC,
1181,2476547,2476547,IfcDoor,1saDB3OhLDvQmvKCANreQ1,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624702692)",IDT 2b - Double Unequal Door (Glazed):1710mm - 2110mm S/O Laminate:903025,,1710mm - 2110mm S/O Laminate,"#4884322=IfcLocalPlacement(#4884301,#4884321)","#2476541=IfcProductDefinitionShape($,$,(#2476534,#2476539))",903025,2110,1710,FD60S,CIR4102.D1,IDT 2b ,Level 4,CIR4102.D1,IDT 2b,2110,1710,FD60S,L20/431,,Kick,,17a,3,,142,17a,,1.5,Single,Fire,,2 Closers,2 Pulls,,,,,1 side,,,Leaf and half door on escape route,"New set - As LSL 17 minus lockcase, cylinder, escutcheons, flushbolts and sockets; plus additional closer, pull handle and push plate; 2no. Fire Door Keep Locked signs replaced with 2no. Fire Door
Keep shut signs",
1182,2488558,2488558,IfcDoor,1saDB3OhLDvQmvKCANred2,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624702692)",IDT 3d - Equal Double Door:1910mm - 2110mm S/O Painted:903218,,1910mm - 2110mm S/O Painted,"#4884361=IfcLocalPlacement(#4884338,#4884360)","#2488552=IfcProductDefinitionShape($,$,(#2488545,#2488550))",903218,2110,1910,FD60S,CIR4106.D2,IDT 3d ,Level 4,CIR4106.D2,IDT 3d,2110,1910,FD60S,L20/439,,Kick,,7,3,,142,7,,2,Single,Fire,,Closer,Pull,Lock,Flush,,,1 side,,,Plant,"As LSL minus 1no closer, 1no pull handle, 2no Fire Door Keep shut signs, 1no pushplate plus 2no Fire Door Keep Locked signs",
1183,2488685,2488685,IfcDoor,1saDB3OhLDvQmvKCANred4,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624702692)",IDT 3d - Equal Double Door:1910mm - 2110mm S/O Painted:903220,,1910mm - 2110mm S/O Painted,"#4884400=IfcLocalPlacement(#4884377,#4884399)","#2488679=IfcProductDefinitionShape($,$,(#2488672,#2488677))",903220,2110,1910,FD30S,CIR4112.D2,IDT 3d ,Level 4,CIR4112.D2,IDT 3d,2110,1910,FD30S,L20/439,,Kick,,7,3,,97,7,,2,Single,Fire,,Closer,Pull,Lock,Flush,,,1 side,,,Plant,"As LSL minus 1no closer, 1no pull handle, 2no Fire Door Keep shut signs, 1no pushplate plus 2no Fire Door Keep Locked signs",
1184,2488980,2488980,IfcDoor,1saDB3OhLDvQmvKCANred7,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624702692)",IDT 3d - Equal Double Door:1910mm - 2110mm S/O Painted:903223,,1910mm - 2110mm S/O Painted,"#4884474=IfcLocalPlacement(#4884453,#4884473)","#2488974=IfcProductDefinitionShape($,$,(#2488967,#2488972))",903223,2110,1910,FD30S,CIR4116.D2,IDT 3d ,Level 4,CIR4116.D2,IDT 3d,2110,1910,FD30S,L20/439,,Kick,,7,3,,97,7,,2,Single,Fire,,Closer,Pull,Lock,Flush,,,1 side,,,Plant,"As LSL minus 1no closer, 1no pull handle, 2no Fire Door Keep shut signs, 1no pushplate plus 2no Fire Door Keep Locked signs",
1185,2489233,2489233,IfcDoor,1saDB3OhLDvQmvKCANrecr,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624702692)",IDT 3b - Equal Double Door (Glazed):1910mm - 2110mm S/O Laminate:903237,,1910mm - 2110mm S/O Laminate,"#4884511=IfcLocalPlacement(#4884490,#4884510)","#2489227=IfcProductDefinitionShape($,$,(#2489220,#2489225))",903237,2110,1910,FD30S,CIR4108.D1,IDT 3b ,Level 4,CIR4108.D1,IDT 3b,2110,1910,FD30S,L20/431,,Kick,Hold Open,12,3,,97,12,,2,Single,Fire,,HO closers,2 Pulls,,,,,1 side,,,Cross corridor,As LSL,
1186,2501241,2501241,IfcDoor,1saDB3OhLDvQmvKCANrecs,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624702692)",IDT 3d - Equal Double Door:1910mm - 2110mm S/O Painted:903238,,1910mm - 2110mm S/O Painted,"#4884437=IfcLocalPlacement(#4884416,#4884436)","#2501235=IfcProductDefinitionShape($,$,(#2501228,#2501233))",903238,2110,1910,FD30S,CIR4108.D2,IDT 3d ,Level 4,CIR4108.D2,IDT 3d,2110,1910,FD30S,L20/439,,Kick,,7,3,,119,7,,2,Single,Fire,,Closer,Pull,Lock,Flush,,,1 side,,,Plant,"As LSL minus 1no closer, 1no pull handle, 2no Fire Door Keep shut signs, 1no pushplate plus 2no Fire Door Keep Locked signs",
1187,2501951,2501951,IfcDoor,1saDB3OhLDvQmvKCANreb3,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624702692)",IDT 3b - Equal Double Door (Glazed):1910mm - 2110mm S/O Laminate:903347,,1910mm - 2110mm S/O Laminate,"#4884548=IfcLocalPlacement(#4884527,#4884547)","#2501945=IfcProductDefinitionShape($,$,(#2501938,#2501943))",903347,2110,1910,FD30S,CIR4112.D1,IDT 3b ,Level 4,CIR4112.D1,IDT 3b,2110,1910,FD30S,L20/431,,Kick,Hold Open,12,3,,97,12,,2,Single,Fire,,HO closers,2 Pulls,,,,,1 side,,,Cross corridor,As LSL,
1188,2502327,2502327,IfcDoor,1saDB3OhLDvQmvKCANreb8,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624702692)",IDT 2d - Double Unequal Door:1510mm - 2110mm S/O Painted:903352,,1510mm - 2110mm S/O Painted,"#4884585=IfcLocalPlacement(#4884564,#4884584)","#2502321=IfcProductDefinitionShape($,$,(#2502314,#2502319))",903352,2110,1510,FD30S,PLA4114.D1,IDT 2d ,Level 4,PLA4114.D1,IDT 2d,2110,1510,FD30S,L20/439,,Kick,,17,3,,97,17,,1.5,Single,Fire,,Closer,Pull,Lock,Flush,,,1 side,,,,As LSL,
1189,2502580,2502580,IfcDoor,1saDB3OhLDvQmvKCANrebB,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624702692)",IDT 3b - Equal Double Door (Glazed):1910mm - 2110mm S/O Laminate:903355,,1910mm - 2110mm S/O Laminate,"#4884622=IfcLocalPlacement(#4884601,#4884621)","#2502574=IfcProductDefinitionShape($,$,(#2502567,#2502572))",903355,2110,1910,,CIR4116.D1,IDT 3b ,Level 4,CIR4116.D1,IDT 3b,2110,1910,,L20/431,Yes,Kick/Mid/Edge,Delayed Close,11hDA,3,,97,11hDA,,2,Single,,,2 Delay,2 Pulls,,,Double Maglock,In,1 side,,,,"New set - As LSL 11d* but closer changed to delayed action plus PVC midplates minus Fire Door
Keep Shut signs",1 side
1190,2517656,2517656,IfcDoor,1saDB3OhLDvQmvKCANreZv,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624702692)",IDT 2b - Double Unequal Door (Glazed):1710mm - 2110mm S/O Laminate:903433,,1710mm - 2110mm S/O Laminate,"#4884661=IfcLocalPlacement(#4884638,#4884660)","#2517650=IfcProductDefinitionShape($,$,(#2517643,#2517648))",903433,2110,1710,FD30S,CIR4103.D1,IDT 2b ,Level 4,CIR4103.D1,IDT 2b,2110,1710,FD30S,L20/431,,Kick,,17a,3,,142,17a,,1.5,Single,Fire,,2 Closers,2 Pulls,,,,,1 side,,,Leaf and half door on escape route,"New set - As LSL 17 minus lockcase, cylinder, escutcheons, flushbolts and sockets; plus additional closer, pull handle and push plate; 2no. Fire Door Keep Locked signs replaced with 2no. Fire Door
Keep shut signs",
1191,2531294,2531294,IfcDoor,1saDB3OhLDvQmvKCANreZz,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624702692)",IDT 2d - Double Unequal Door:1510mm - 2110mm S/O PVC:903437,,1510mm - 2110mm S/O PVC,"#4884696=IfcLocalPlacement(#4884677,#4884695)","#2531288=IfcProductDefinitionShape($,$,(#2531281,#2531286))",903437,2110,1510,FD30S,IP94103.D1,IDT 2d ,Level 4,IP94103.D1,IDT 2d,2110,1510,FD30S,L20/431,Yes,Half Height/Edge,Delayed Close,08h,3,,97,08h,,1.5,Single,Fire,,Delay,Pull,Lock,Flush,Maglock,In,,,,Disposals (half-height pvc),"New set - As 08g minus lockcase, cylinder, escutcheons, midplates, kickplates",
1192,2545714,2545714,IfcDoor,1saDB3OhLDvQmvKCANreZX,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624702692)",IDT 2d - Double Unequal Door:1710mm - 2110mm S/O Laminate:903441,,1710mm - 2110mm S/O Laminate,"#4884735=IfcLocalPlacement(#4884712,#4884734)","#2545708=IfcProductDefinitionShape($,$,(#2545701,#2545706))",903441,2110,1710,FD30S,CIR4101.D1,IDT 2d ,Level 4,CIR4101.D1,IDT 2d,2110,1710,FD30S,L20/431,,Kick,,17b,3,,142,17b,,1.5,Single,,,,Lever,Lock,Flush,,,1 side,,,,As LSL,
1193,2545844,2545844,IfcDoor,1saDB3OhLDvQmvKCANrgZq,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624702692)",IDT 5a - Hospital Street Doors (FOH) Frameless:1824mm - 2360mm S/O Double Swing Laminate:911620,,1824mm - 2360mm S/O Double Swing Laminate,"#4884774=IfcLocalPlacement(#4884751,#4884773)","#2545838=IfcProductDefinitionShape($,$,(#2545831,#2545836))",911620,2360,1824,FD30S,CIR0111.D1,IDT 5a ,Level 0,CIR0111.D1,IDT 5a*,2360,1824,FD30S,L20/431,,Kick/Edge,Hold Open,12e,3,,160,12e,,2,Double,Fire,,HO springs,,,,,,2 sides,,,Cross corridor,New set - As LSL 12b minus midplates,
1194,2545965,2545965,IfcDoor,1saDB3OhLDvQmvKCANrgZN,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624702692)",IDT 5a - Hospital Street Doors (FOH) Frameless:1824mm - 2360mm S/O Double Swing Laminate:911655,,1824mm - 2360mm S/O Double Swing Laminate,"#4884813=IfcLocalPlacement(#4884790,#4884812)","#2545959=IfcProductDefinitionShape($,$,(#2545952,#2545957))",911655,2360,1824,FD30S,CIR0114.D1,IDT 5a ,Level 0,CIR0114.D1,IDT 5a*,2360,1824,FD30S,L20/431,,Kick/Edge,Hold Open,12e,3,,160,12e,,2,Double,Fire,,HO springs,,,,,,2 sides,,,Cross corridor,New set - As LSL 12b minus midplates,
1195,2546215,2546215,IfcDoor,1saDB3OhLDvQmvKCANrgYk,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624702692)",IDT 2c - Double Unequal Door (Glazed):1510mm - 2110mm S/O Laminate:911710,,1510mm - 2110mm S/O Laminate,"#4884852=IfcLocalPlacement(#4884829,#4884851)","#2546209=IfcProductDefinitionShape($,$,(#2546202,#2546207))",911710,2110,1510,FD30S,IP94C10.D1,IDT 2c ,Level 4,IP94C10.D1,IDT 2b,2110,1510,FD30S,L20/431,,Kick,,17k,3,,97,17k,,1.5,Single,Fire,,Delay,Pull,,Flush,,,1 side,,,Cleaners lobby off street; NICU cots,"New set - as LSL 17c minus lockcase, cylinder and escutcheons",
1196,2546592,2546592,IfcDoor,1saDB3OhLDvQmvKCANrge3,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624702692)",IDT 2d - Double Unequal Door:1510mm - 2110mm S/O Laminate:912371,,1510mm - 2110mm S/O Laminate,"#4884926=IfcLocalPlacement(#4884905,#4884925)","#2546586=IfcProductDefinitionShape($,$,(#2546579,#2546584))",912371,2110,1510,FD30S,CCU2097.D1,IDT 2d ,Level 2,CCU2097.D1,IDT 2d,2110,1510,FD30S,L20/431,Yes,Half Height/Edge,Delayed Close,08h,3,,97,08h,,1.5,Single,Fire,,Delay,Pull,Lock,Flush,Maglock,In,,,,Disposals (half-height pvc),"New set - As 08g minus lockcase, cylinder, escutcheons, midplates, kickplates",
1197,2546854,2546854,IfcDoor,1saDB3OhLDvQmvKCANrg_T,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624702692)",IDT 2c - Double Unequal Door (Glazed):1510mm - 2110mm S/O Laminate:913005,,1510mm - 2110mm S/O Laminate,"#4884965=IfcLocalPlacement(#4884942,#4884964)","#2546848=IfcProductDefinitionShape($,$,(#2546841,#2546846))",913005,2110,1510,FD30S,INT2C15.D1,IDT 2c ,Level 2,INT2C15.D1,IDT 2b,2110,1510,FD30S,L20/431,,Kick,,17a,3,,97,17a,,1.5,Single,Fire,,2 Closers,2 Pulls,,,,,1 side,,,Leaf and half door on escape route,"New set - As LSL 17 minus lockcase, cylinder, escutcheons, flushbolts and sockets; plus additional closer, pull handle and push plate; 2no. Fire Door Keep Locked signs replaced with 2no. Fire Door
Keep shut signs",
