,id,Mark,type,GlobalId,Name,Fire Designation,ObjectType,ObjectPlacement,Representation,Tag,OverallHeight,OverallWidth,MappedDoors
307,1517414,IP94020A.D1,IfcDoor,13MZQdPhrB_B3NrTvMjAE9,IDT 2d - Double Unequal Door:1710mm - 2110mm S/O Laminate:2944681,,1710mm - 2110mm S/O Laminate,"#1656247=IfcLocalPlacement(#1656226,#1656246)","#1517406=IfcProductDefinitionShape($,$,(#1517399,#1517404))",2944681,2110.0,1710.00000000001,
308,1517517,IP84015A.D1,IfcDoor,17NN616Xf2cQDlU$AldBO6,IDT 2d - Double Unequal Door:1710mm - 2110mm S/O Laminate:2944684,,1710mm - 2110mm S/O Laminate,"#1656286=IfcLocalPlacement(#1656263,#1656285)","#1517509=IfcProductDefinitionShape($,$,(#1517502,#1517507))",2944684,2110.0,1710.00000000001,
309,1517619,IP84014A.D1,IfcDoor,3_FPVeJh13zBwdcHsgImMK,IDT 2d - Double Unequal Door:1710mm - 2110mm S/O Laminate:2944687,,1710mm - 2110mm S/O Laminate,"#1656325=IfcLocalPlacement(#1656302,#1656324)","#1517611=IfcProductDefinitionShape($,$,(#1517604,#1517609))",2944687,2110.0,1710.00000000001,
310,1517722,IP84013A.D1,IfcDoor,3HNVKfqMv8mAFP0$50ASpM,IDT 2d - Double Unequal Door:1710mm - 2110mm S/O Laminate:2944690,,1710mm - 2110mm S/O Laminate,"#1656362=IfcLocalPlacement(#1656341,#1656361)","#1517714=IfcProductDefinitionShape($,$,(#1517707,#1517712))",2944690,2110.0,1710.00000000001,
311,1517824,IP94002A.D1,IfcDoor,08CMXh87X4LhC5rNgB9WTE,IDT 2d - Double Unequal Door:1710mm - 2110mm S/O Laminate:2944693,,1710mm - 2110mm S/O Laminate,"#1656401=IfcLocalPlacement(#1656378,#1656400)","#1517816=IfcProductDefinitionShape($,$,(#1517809,#1517814))",2944693,2110.0,1710.0000000000598,
312,1517926,IP94003A.D1,IfcDoor,2avXRJZdn7sum$Y_cNiqWW,IDT 2d - Double Unequal Door:1710mm - 2110mm S/O Laminate:2944696,,1710mm - 2110mm S/O Laminate,"#1656440=IfcLocalPlacement(#1656417,#1656439)","#1517918=IfcProductDefinitionShape($,$,(#1517911,#1517916))",2944696,2110.0,1710.0000000000598,
313,1518029,IP94004A.D1,IfcDoor,024LfYNiz9kxqPl84oYak2,IDT 2d - Double Unequal Door:1710mm - 2110mm S/O Laminate:2944699,,1710mm - 2110mm S/O Laminate,"#1656518=IfcLocalPlacement(#1656495,#1656517)","#1518021=IfcProductDefinitionShape($,$,(#1518014,#1518019))",2944699,2110.0,1710.0000000000598,
314,1518132,IP94015A.D1,IfcDoor,1Jp3LUjXf04wk3o_P3XNjb,IDT 2d - Double Unequal Door:1710mm - 2110mm S/O Laminate:2944702,,1710mm - 2110mm S/O Laminate,"#1656557=IfcLocalPlacement(#1656534,#1656556)","#1518124=IfcProductDefinitionShape($,$,(#1518117,#1518122))",2944702,2110.0,1710.00000000001,
315,1518234,IP94016A.D1,IfcDoor,2MROr8a7nAxOtk835$1H3p,IDT 2d - Double Unequal Door:1710mm - 2110mm S/O Laminate:2944705,,1710mm - 2110mm S/O Laminate,"#1656594=IfcLocalPlacement(#1656573,#1656593)","#1518226=IfcProductDefinitionShape($,$,(#1518219,#1518224))",2944705,2110.0,1709.99999999999,
316,1518336,IP94013A.D1,IfcDoor,3SVzQZ1Q5E7PDQ2_6boc0B,IDT 2d - Double Unequal Door:1710mm - 2110mm S/O Laminate:2944708,,1710mm - 2110mm S/O Laminate,"#1656631=IfcLocalPlacement(#1656610,#1656630)","#1518328=IfcProductDefinitionShape($,$,(#1518321,#1518326))",2944708,2110.0,1710.00000000001,
317,1518439,IP94011A.D1,IfcDoor,00bxzuZaL2d8I9Y86wPu5b,IDT 2d - Double Unequal Door:1710mm - 2110mm S/O Laminate:2944711,,1710mm - 2110mm S/O Laminate,"#1656670=IfcLocalPlacement(#1656647,#1656669)","#1518431=IfcProductDefinitionShape($,$,(#1518424,#1518429))",2944711,2110.0,1709.99999999999,
318,1518541,IP94009A.D1,IfcDoor,2QzmCeAJT58gwVWcVbV4eK,IDT 2d - Double Unequal Door:1710mm - 2110mm S/O Laminate:2944714,,1710mm - 2110mm S/O Laminate,"#1656707=IfcLocalPlacement(#1656686,#1656706)","#1518533=IfcProductDefinitionShape($,$,(#1518526,#1518531))",2944714,2110.0,1710.00000000001,
319,1518644,IP84024A.D1,IfcDoor,0r8ASFJYf7iB7ZaB73UjL9,IDT 2d - Double Unequal Door:1710mm - 2110mm S/O Laminate:2944717,,1710mm - 2110mm S/O Laminate,"#1656746=IfcLocalPlacement(#1656723,#1656745)","#1518636=IfcProductDefinitionShape($,$,(#1518629,#1518634))",2944717,2110.0,1709.99999999999,
320,1518747,IP74016A.D1,IfcDoor,3A7eRlHHvAegNH18MUpTlk,IDT 2d - Double Unequal Door:1710mm - 2110mm S/O Laminate:2944720,,1710mm - 2110mm S/O Laminate,"#1656785=IfcLocalPlacement(#1656762,#1656784)","#1518739=IfcProductDefinitionShape($,$,(#1518732,#1518737))",2944720,2110.0,1710.00000000001,
321,1518849,IP74005A.D1,IfcDoor,1y3HDzIijEaBadnXSIgt$R,IDT 2d - Double Unequal Door:1710mm - 2110mm S/O Laminate:2944723,,1710mm - 2110mm S/O Laminate,"#1655321=IfcLocalPlacement(#1655300,#1655320)","#1518841=IfcProductDefinitionShape($,$,(#1518834,#1518839))",2944723,2110.0,1710.0000000000598,
322,1518952,IP94024A.D1,IfcDoor,2eFhD4knr629hlnKyY2ebS,IDT 2d - Double Unequal Door:1710mm - 2110mm S/O Laminate:2944726,,1710mm - 2110mm S/O Laminate,"#1657471=IfcLocalPlacement(#1657448,#1657470)","#1518944=IfcProductDefinitionShape($,$,(#1518937,#1518942))",2944726,2110.0,1709.99999999999,
323,1519054,IP84016A.D1,IfcDoor,3vcYyiC8v7wANLl4BshYws,IDT 2d - Double Unequal Door:1710mm - 2110mm S/O Laminate:2944729,,1710mm - 2110mm S/O Laminate,"#1657510=IfcLocalPlacement(#1657487,#1657509)","#1519046=IfcProductDefinitionShape($,$,(#1519039,#1519044))",2944729,2110.0,1710.00000000001,
324,1585953,IP74017A.D1,IfcDoor,2ovlV9Ja54ueW_PMQn2rmS,IDT 2d - Double Unequal Door:1710mm - 2110mm S/O Laminate:3081229,,1710mm - 2110mm S/O Laminate,"#1658254=IfcLocalPlacement(#1658233,#1658253)","#1585945=IfcProductDefinitionShape($,$,(#1585938,#1585943))",3081229,2110.0,1710.0,
325,18983,CCU2052.D1,IfcDoor,1CC__b4mn55BcG0sNMfN1q,IDT 1d - Single Door:1060mm - 2110mm S/O Laminate:591655,,1060mm - 2110mm S/O Laminate,"#1075274=IfcLocalPlacement(#1075255,#1075273)","#18977=IfcProductDefinitionShape($,$,(#18970,#18975))",591655,2109.99999999999,1060.00000000011,
326,20516,CCU2019.D1,IfcDoor,1CC__b4mn55BcG0sNMfN2M,IDT 6c - Equal Double Door (Internal Glazing-Observation):1910mm - 2110mm S/O:591813,,1910mm - 2110mm S/O,"#1075783=IfcLocalPlacement(#1075760,#1075782)","#20510=IfcProductDefinitionShape($,$,(#20503,#20508))",591813,2060.0,1824.0,
327,20793,CCU2020.D1,IfcDoor,1CC__b4mn55BcG0sNMfN2L,IDT 6c - Equal Double Door (Internal Glazing-Observation):1910mm - 2110mm S/O:591814,,1910mm - 2110mm S/O,"#1075744=IfcLocalPlacement(#1075725,#1075743)","#20787=IfcProductDefinitionShape($,$,(#20780,#20785))",591814,2060.0,1824.0,
328,21728,CCU2018.D1,IfcDoor,19lZ90nVP1lw2RvAhJ93oY,IDT 6c - Equal Double Door (Internal Glazing-Observation):1910mm - 2110mm S/O:596252,,1910mm - 2110mm S/O,"#1075980=IfcLocalPlacement(#1075961,#1075979)","#21722=IfcProductDefinitionShape($,$,(#21715,#21720))",596252,2060.0,1824.0,
329,79477,CCU2C04.D3,IfcDoor,1n5XhMO2j1cRHT9pZ$vN9B,IDT 3b - Equal Double Door (Glazed):1910mm - 2110mm S/O Laminate:627471,,1910mm - 2110mm S/O Laminate,"#1076167=IfcLocalPlacement(#1076146,#1076166)","#79471=IfcProductDefinitionShape($,$,(#79464,#79469))",627471,2110.0,1909.99999999995,FD30S
330,134658,CCU2C04.D2,IfcDoor,1YZd02Llr8QwG4A$h4jQWz,IDT 3b - Equal Double Door (Glazed):1910mm - 2110mm S/O Laminate:627498,,1910mm - 2110mm S/O Laminate,"#1075822=IfcLocalPlacement(#1075799,#1075821)","#134652=IfcProductDefinitionShape($,$,(#134645,#134650))",627498,2110.0,1910.0,FD30S
331,189829,CCU2C06.D1,IfcDoor,1n5XhMO2j1cRHT9pZ$vN8U,IDT 3b - Equal Double Door (Glazed):1910mm - 2110mm S/O Laminate:627546,,1910mm - 2110mm S/O Laminate,"#1076091=IfcLocalPlacement(#1076070,#1076090)","#189821=IfcProductDefinitionShape($,$,(#189814,#189819))",627546,2110.0,1910.0000000000198,FD30S
332,189934,CCU2C04.D4,IfcDoor,1n5XhMO2j1cRHT9pZ$vNB1,IDT 3b - Equal Double Door (Glazed):1910mm - 2110mm S/O Laminate:627589,,1910mm - 2110mm S/O Laminate,"#1076206=IfcLocalPlacement(#1076183,#1076205)","#189928=IfcProductDefinitionShape($,$,(#189921,#189926))",627589,2110.0,1910.0,FD30S
333,216430,CCU2075.D1,IfcDoor,2V16A$vab6fQec7Rnxz6eO,IDT 1c - Single Door (Glazed):1060mm - 2110mm S/O Laminate:670447,,1060mm - 2110mm S/O Laminate,"#1076280=IfcLocalPlacement(#1076259,#1076279)","#216424=IfcProductDefinitionShape($,$,(#216417,#216422))",670447,2109.99999999999,1060.0,
334,231783,CCU2054.D1,IfcDoor,0KUxoQJ0f4qeZeNqxgKtlF,IDT 1d - Single Door:810mm - 2110mm S/O Laminate:724830,,810mm - 2110mm S/O Laminate,"#1077592=IfcLocalPlacement(#1077571,#1077591)","#231777=IfcProductDefinitionShape($,$,(#231770,#231775))",724830,2109.99999999999,810.0000000000059,
335,244610,CCU2053.D1,IfcDoor,0KUxoQJ0f4qeZeNqxgKtir,IDT 1d - Single Door:1060mm - 2110mm S/O Laminate:724900,,1060mm - 2110mm S/O Laminate,"#1077629=IfcLocalPlacement(#1077608,#1077628)","#244604=IfcProductDefinitionShape($,$,(#244597,#244602))",724900,2109.99999999999,1060.00000000011,
336,245421,CCU2076.D1,IfcDoor,11piu_9hXFCBKg2hl5Ykz6,IDT 1c - Single Door (Glazed):1060mm - 2110mm S/O Laminate:732125,,1060mm - 2110mm S/O Laminate,"#1077810=IfcLocalPlacement(#1077789,#1077809)","#245413=IfcProductDefinitionShape($,$,(#245406,#245411))",732125,2109.99999999999,1060.00000000004,
337,245532,CCU2050.D1,IfcDoor,0VOeJcTbT0q88V211JhOf5,IDT 1d - Single Door:1060mm - 2110mm S/O Laminate:732307,,1060mm - 2110mm S/O Laminate,"#1077847=IfcLocalPlacement(#1077826,#1077846)","#245526=IfcProductDefinitionShape($,$,(#245519,#245524))",732307,2109.99999999999,1060.00000000011,
338,259009,CCU2006.D1,IfcDoor,2lGrv1$N5AjP8ZUEeg4Fj8,IDT 1d - Single Door:1060mm - 2110mm S/O Laminate:735588,,1060mm - 2110mm S/O Laminate,"#1077995=IfcLocalPlacement(#1077974,#1077994)","#259003=IfcProductDefinitionShape($,$,(#258996,#259001))",735588,2109.99999999999,1060.00000000011,
339,272151,CCU2082.D1,IfcDoor,3_VNkmgZv2yunzGXEIhmiR,IDT 1d - Single Door:1060mm - 2110mm S/O Laminate:745525,,1060mm - 2110mm S/O Laminate,"#1078108=IfcLocalPlacement(#1078087,#1078107)","#272143=IfcProductDefinitionShape($,$,(#272136,#272141))",745525,2109.99999999999,1060.00000000004,
340,272626,CCU2079.D1,IfcDoor,2kQiptuUT8FOgQVrRfYRUj,IDT 1d - Single Door:1060mm - 2110mm S/O Laminate:752775,,1060mm - 2110mm S/O Laminate,"#1077738=IfcLocalPlacement(#1077717,#1077737)","#272618=IfcProductDefinitionShape($,$,(#272611,#272616))",752775,2109.99999999999,1060.0,
341,272831,CCU2C08.D1,IfcDoor,2kQiptuUT8FOgQVrRfYRIz,IDT 3b - Equal Double Door (Glazed):1910mm - 2110mm S/O Laminate:753559,,1910mm - 2110mm S/O Laminate,"#1078143=IfcLocalPlacement(#1078124,#1078142)","#272823=IfcProductDefinitionShape($,$,(#272816,#272821))",753559,2110.0,1910.00000000005,FD30S
342,328095,CCU2C07.D1,IfcDoor,2kQiptuUT8FOgQVrRfYKjM,IDT 3b - Equal Double Door (Glazed):1910mm - 2110mm S/O Laminate:753788,,1910mm - 2110mm S/O Laminate,"#1078182=IfcLocalPlacement(#1078159,#1078181)","#328089=IfcProductDefinitionShape($,$,(#328082,#328087))",753788,2110.0,1909.99999999995,FD30S
343,328200,CCU2029.D1,IfcDoor,2kQiptuUT8FOgQVrRfYKez,IDT 6c - Equal Double Door (Internal Glazing-Observation):1910mm - 2110mm S/O:753943,,1910mm - 2110mm S/O,"#1076877=IfcLocalPlacement(#1076858,#1076876)","#328194=IfcProductDefinitionShape($,$,(#328187,#328192))",753943,2060.0,1824.0,
344,328303,CCU2028.D1,IfcDoor,2kQiptuUT8FOgQVrRfYKfF,IDT 6c - Equal Double Door (Internal Glazing-Observation):1910mm - 2110mm S/O:754021,,1910mm - 2110mm S/O,"#1078219=IfcLocalPlacement(#1078198,#1078218)","#328295=IfcProductDefinitionShape($,$,(#328288,#328293))",754021,2060.0,1824.00000000005,
345,328497,CCU2030.D1,IfcDoor,2kQiptuUT8FOgQVrRfYKgJ,IDT 6c - Equal Double Door (Internal Glazing-Observation):1910mm - 2110mm S/O:754105,,1910mm - 2110mm S/O,"#1076707=IfcLocalPlacement(#1076684,#1076706)","#328491=IfcProductDefinitionShape($,$,(#328484,#328489))",754105,2060.0,1824.0,
346,328597,CCU2031.D1,IfcDoor,2kQiptuUT8FOgQVrRfYKhV,IDT 6c - Equal Double Door (Internal Glazing-Observation):1910mm - 2110mm S/O:754165,,1910mm - 2110mm S/O,"#1078254=IfcLocalPlacement(#1078235,#1078253)","#328591=IfcProductDefinitionShape($,$,(#328584,#328589))",754165,2060.0,1824.0,
347,328697,CCU2032.D1,IfcDoor,2kQiptuUT8FOgQVrRfYKaJ,IDT 6c - Equal Double Door (Internal Glazing-Observation):1910mm - 2110mm S/O:754233,,1910mm - 2110mm S/O,"#1078291=IfcLocalPlacement(#1078270,#1078290)","#328691=IfcProductDefinitionShape($,$,(#328684,#328689))",754233,2060.0,1824.0,
348,328796,CCU2035.D1,IfcDoor,2kQiptuUT8FOgQVrRfYKbr,IDT 6c - Equal Double Door (Internal Glazing-Observation):1910mm - 2110mm S/O:754271,,1910mm - 2110mm S/O,"#1078328=IfcLocalPlacement(#1078307,#1078327)","#328790=IfcProductDefinitionShape($,$,(#328783,#328788))",754271,2060.0,1824.0,
349,328897,CCU2033.D1,IfcDoor,2kQiptuUT8FOgQVrRfYKcV,IDT 6c - Equal Double Door (Internal Glazing-Observation):1910mm - 2110mm S/O:754357,,1910mm - 2110mm S/O,"#1078365=IfcLocalPlacement(#1078344,#1078364)","#328889=IfcProductDefinitionShape($,$,(#328882,#328887))",754357,2060.0,1823.99999999995,
350,328997,CCU2026.D1,IfcDoor,2kQiptuUT8FOgQVrRfYKWQ,IDT 6c - Equal Double Door (Internal Glazing-Observation):1910mm - 2110mm S/O:754480,,1910mm - 2110mm S/O,"#1075151=IfcLocalPlacement(#1075132,#1075150)","#328991=IfcProductDefinitionShape($,$,(#328984,#328989))",754480,2060.0,1824.0,
351,329097,CCU2025.D1,IfcDoor,2kQiptuUT8FOgQVrRfYKXI,IDT 6c - Equal Double Door (Internal Glazing-Observation):1910mm - 2110mm S/O:754552,,1910mm - 2110mm S/O,"#1077183=IfcLocalPlacement(#1077164,#1077182)","#329091=IfcProductDefinitionShape($,$,(#329084,#329089))",754552,2060.0,1824.0,
352,329197,CCU2024.D1,IfcDoor,2kQiptuUT8FOgQVrRfYKZg,IDT 6c - Equal Double Door (Internal Glazing-Observation):1910mm - 2110mm S/O:754624,,1910mm - 2110mm S/O,"#1075239=IfcLocalPlacement(#1075218,#1075238)","#329191=IfcProductDefinitionShape($,$,(#329184,#329189))",754624,2060.0,1824.0,
353,329296,CCU2023.D1,IfcDoor,2kQiptuUT8FOgQVrRfYKZE,IDT 6c - Equal Double Door (Internal Glazing-Observation):1910mm - 2110mm S/O:754660,,1910mm - 2110mm S/O,"#1077483=IfcLocalPlacement(#1077464,#1077482)","#329290=IfcProductDefinitionShape($,$,(#329283,#329288))",754660,2060.0,1824.0,
354,329395,CCU2022.D1,IfcDoor,2kQiptuUT8FOgQVrRfYKyq,IDT 6c - Equal Double Door (Internal Glazing-Observation):1910mm - 2110mm S/O:754718,,1910mm - 2110mm S/O,"#1075479=IfcLocalPlacement(#1075460,#1075478)","#329389=IfcProductDefinitionShape($,$,(#329382,#329387))",754718,2060.0,1824.0,
355,329495,CCU2021.D1,IfcDoor,2kQiptuUT8FOgQVrRfYKzc,IDT 6c - Equal Double Door (Internal Glazing-Observation):1910mm - 2110mm S/O:754764,,1910mm - 2110mm S/O,"#1075514=IfcLocalPlacement(#1075495,#1075513)","#329489=IfcProductDefinitionShape($,$,(#329482,#329487))",754764,2060.0,1824.0,
356,329682,CCU2016.D1,IfcDoor,2kQiptuUT8FOgQVrRfYK50,IDT 6c - Equal Double Door (Internal Glazing-Observation):1910mm - 2110mm S/O:756330,,1910mm - 2110mm S/O,"#1078400=IfcLocalPlacement(#1078381,#1078399)","#329676=IfcProductDefinitionShape($,$,(#329669,#329674))",756330,2060.0,1824.0,
357,329781,CCU2017.D1,IfcDoor,2kQiptuUT8FOgQVrRfYK6s,IDT 6c - Equal Double Door (Internal Glazing-Observation):1910mm - 2110mm S/O:756380,,1910mm - 2110mm S/O,"#1078435=IfcLocalPlacement(#1078416,#1078434)","#329775=IfcProductDefinitionShape($,$,(#329768,#329773))",756380,2060.0,1824.0,
358,343158,CCU2010.D1,IfcDoor,14W_5tmIv7TgPn0AZwQmQC,IDT 2d - Double Unequal Door:1510mm - 2110mm S/O Laminate:756931,,1510mm - 2110mm S/O Laminate,"#1077958=IfcLocalPlacement(#1077937,#1077957)","#343152=IfcProductDefinitionShape($,$,(#343145,#343150))",756931,2110.00000000001,1510.0,FD30S
359,343346,CCU2041.D1,IfcDoor,14W_5tmIv7TgPn0AZwQmSH,IDT 6c - Equal Double Door (Internal Glazing-Observation):1910mm - 2110mm S/O:757086,,1910mm - 2110mm S/O,"#1078472=IfcLocalPlacement(#1078451,#1078471)","#343340=IfcProductDefinitionShape($,$,(#343333,#343338))",757086,2060.0,1824.0,
360,343445,CCU2040.D1,IfcDoor,14W_5tmIv7TgPn0AZwQmGQ,IDT 6c - Equal Double Door (Internal Glazing-Observation):1910mm - 2110mm S/O:757333,,1910mm - 2110mm S/O,"#1078509=IfcLocalPlacement(#1078488,#1078508)","#343439=IfcProductDefinitionShape($,$,(#343432,#343437))",757333,2060.0,1824.0,
361,343544,CCU2039.D1,IfcDoor,14W_5tmIv7TgPn0AZwQmI0,IDT 6c - Equal Double Door (Internal Glazing-Observation):1910mm - 2110mm S/O:757455,,1910mm - 2110mm S/O,"#1076364=IfcLocalPlacement(#1076345,#1076363)","#343538=IfcProductDefinitionShape($,$,(#343531,#343536))",757455,2060.0,1824.0,
362,356921,CCU2059.D1,IfcDoor,1eN1m3mkf4yRRrhpgoOgvD,IDT 2d - Double Unequal Door:1510mm - 2110mm S/O Laminate:764493,,1510mm - 2110mm S/O Laminate,"#1078544=IfcLocalPlacement(#1078525,#1078543)","#356915=IfcProductDefinitionShape($,$,(#356908,#356913))",764493,2110.00000000001,1510.0,
363,370694,CCU2091.D1,IfcDoor,1eN1m3mkf4yRRrhpgoOgvn,IDT 2c - Double Unequal Door (Glazed):1510mm - 2110mm S/O Laminate:764529,,1510mm - 2110mm S/O Laminate,"#1078581=IfcLocalPlacement(#1078560,#1078580)","#370688=IfcProductDefinitionShape($,$,(#370681,#370686))",764529,2110.0,1510.0,
364,397170,CCU2094.D1,IfcDoor,1eN1m3mkf4yRRrhpgoOgWn,IDT 1c - Single Door (Glazed):1060mm - 2110mm S/O Laminate:764977,,1060mm - 2110mm S/O Laminate,"#1078618=IfcLocalPlacement(#1078597,#1078617)","#397164=IfcProductDefinitionShape($,$,(#397157,#397162))",764977,2109.99999999999,1060.0,
365,423484,CCU2092.D1,IfcDoor,1eN1m3mkf4yRRrhpgoOgXZ,IDT 1c - Single Door (Glazed):1060mm - 2110mm S/O Laminate:765027,,1060mm - 2110mm S/O Laminate,"#1078032=IfcLocalPlacement(#1078011,#1078031)","#423478=IfcProductDefinitionShape($,$,(#423471,#423476))",765027,2109.99999999999,1060.0,
366,423595,CCU2093.D1,IfcDoor,1eN1m3mkf4yRRrhpgoOgYP,IDT 1c - Single Door (Glazed):1060mm - 2110mm S/O Laminate:765081,,1060mm - 2110mm S/O Laminate,"#1078071=IfcLocalPlacement(#1078048,#1078070)","#423589=IfcProductDefinitionShape($,$,(#423582,#423587))",765081,2109.99999999999,1060.00000000011,
367,423705,CCU2074.D1,IfcDoor,1eN1m3mkf4yRRrhpgoOhNb,IDT 1d - Single Door:1060mm - 2110mm S/O Laminate:766437,,1060mm - 2110mm S/O Laminate,"#1078655=IfcLocalPlacement(#1078634,#1078654)","#423699=IfcProductDefinitionShape($,$,(#423692,#423697))",766437,2109.99999999999,1060.0,
368,458272,CCU2C03.D2,IfcDoor,0zq8x9rr1FSuGSO$YqpaSN,IDT 1b - Single Door (Glazed):1060mm-2110mm S/O Laminate:777481,,1060mm-2110mm S/O Laminate,"#1078694=IfcLocalPlacement(#1078671,#1078693)","#458266=IfcProductDefinitionShape($,$,(#458259,#458264))",777481,2109.99999999999,1060.0,FD30S
369,458552,CCU2007.D1,IfcDoor,0zq8x9rr1FSuGSO$YqpaKk,IDT 1d - Single Door:1060mm - 2110mm S/O Laminate:778032,,1060mm - 2110mm S/O Laminate,"#1078731=IfcLocalPlacement(#1078710,#1078730)","#458546=IfcProductDefinitionShape($,$,(#458539,#458544))",778032,2109.99999999999,1060.0,
370,460337,CCU2037.D1,IfcDoor,2YlJo7QFz5n9aH5tp42Q2i,IDT 6c - Equal Double Door (Internal Glazing-Observation):1910mm - 2110mm S/O:818246,,1910mm - 2110mm S/O,"#1079399=IfcLocalPlacement(#1079378,#1079398)","#460331=IfcProductDefinitionShape($,$,(#460324,#460329))",818246,2060.0,1824.0,
371,460436,CCU2038.D1,IfcDoor,2YlJo7QFz5n9aH5tp42Q5K,IDT 6c - Equal Double Door (Internal Glazing-Observation):1910mm - 2110mm S/O:818286,,1910mm - 2110mm S/O,"#1079436=IfcLocalPlacement(#1079415,#1079435)","#460430=IfcProductDefinitionShape($,$,(#460423,#460428))",818286,2060.0,1824.0,
372,460536,CCU2036.D1,IfcDoor,2_KMy4yS1DtuDXebhEbz2Z,IDT 6c - Equal Double Door (Internal Glazing-Observation):1910mm - 2110mm S/O:819437,,1910mm - 2110mm S/O,"#1079362=IfcLocalPlacement(#1079343,#1079361)","#460530=IfcProductDefinitionShape($,$,(#460523,#460528))",819437,2060.0,1824.0,
373,460732,CCU2078.D1,IfcDoor,0_Vp2uakL1JAF8G$XezDuj,IDT 1d - Single Door:810mm - 2110mm S/O Laminate:822975,,810mm - 2110mm S/O Laminate,"#1077773=IfcLocalPlacement(#1077754,#1077772)","#460724=IfcProductDefinitionShape($,$,(#460717,#460722))",822975,2109.99999999999,810.0000000000861,
374,460841,CCU2046.D1,IfcDoor,0_Vp2uakL1JAF8G$XezDve,IDT 1d - Single Door:1060mm - 2110mm S/O Laminate:823034,,1060mm - 2110mm S/O Laminate,"#1076130=IfcLocalPlacement(#1076107,#1076129)","#460835=IfcProductDefinitionShape($,$,(#460828,#460833))",823034,2109.99999999999,1059.99999999998,FD30S
375,460951,CCU2088.D1,IfcDoor,0_Vp2uakL1JAF8G$XezD$D,IDT 1d - Single Door:1060mm - 2110mm S/O Laminate:823135,,1060mm - 2110mm S/O Laminate,"#1079608=IfcLocalPlacement(#1079585,#1079607)","#460945=IfcProductDefinitionShape($,$,(#460938,#460943))",823135,2109.99999999999,1060.00000000011,
376,461322,CCU2008.D1,IfcDoor,1wk1P2cVj1teEdgSzasrlC,IDT 1c - Single Door (Glazed):1060mm - 2110mm S/O Laminate:829447,,1060mm - 2110mm S/O Laminate,"#1078766=IfcLocalPlacement(#1078747,#1078765)","#461316=IfcProductDefinitionShape($,$,(#461309,#461314))",829447,2109.99999999999,1060.0,
377,461434,CCU2045.D1,IfcDoor,36Y57p79zEufb959XCWOnK,IDT 1d - Single Door:1060mm - 2110mm S/O Laminate:836885,,1060mm - 2110mm S/O Laminate,"#1079692=IfcLocalPlacement(#1079671,#1079691)","#461428=IfcProductDefinitionShape($,$,(#461421,#461426))",836885,2109.99999999999,1060.0,
378,461544,CCU2009.D1,IfcDoor,0MV2n57Pr1QBo$UOvEiFnL,IDT 1d - Single Door:810mm - 2110mm S/O Laminate:838550,,810mm - 2110mm S/O Laminate,"#1076401=IfcLocalPlacement(#1076380,#1076400)","#461538=IfcProductDefinitionShape($,$,(#461531,#461536))",838550,2109.99999999999,809.999999999989,
379,462031,CCU2C08.D3,IfcDoor,3VcuUCPhP4_gtL9yFrQGUO,IDT 3b - Equal Double Door (Glazed):1910mm - 2110mm S/O Laminate:860583,,1910mm - 2110mm S/O Laminate,"#1079731=IfcLocalPlacement(#1079708,#1079730)","#462025=IfcProductDefinitionShape($,$,(#462018,#462023))",860583,2110.0,1910.0,
380,464746,CCU2081.D1,IfcDoor,0lXgXq4gLDPAp1L3RKzOs5,IDT 1d - Single Door:1060mm - 2110mm S/O Laminate:865964,,1060mm - 2110mm S/O Laminate,"#1079766=IfcLocalPlacement(#1079747,#1079765)","#464738=IfcProductDefinitionShape($,$,(#464731,#464736))",865964,2109.99999999999,1059.99999999999,
381,465140,CCU2070.D1,IfcDoor,2_GLdZ_uvCJviYGlTiReKs,IDT 1d - Single Door:1060mm - 2110mm S/O Laminate:866689,,1060mm - 2110mm S/O Laminate,"#1079803=IfcLocalPlacement(#1079782,#1079802)","#465132=IfcProductDefinitionShape($,$,(#465125,#465130))",866689,2109.99999999999,1060.00000000002,
382,465343,CCU2001.D1,IfcDoor,23GM4_a6v0WxP6gjDKlV6G,IDT 1d - Single Door:1060mm - 2110mm S/O Laminate:873906,,1060mm - 2110mm S/O Laminate,"#1079838=IfcLocalPlacement(#1079819,#1079837)","#465337=IfcProductDefinitionShape($,$,(#465330,#465335))",873906,2109.99999999999,1060.00000000011,
383,500960,CCU2C01.D1,IfcDoor,2pnZcVy858zvp4Ut1PHWvH,IDT 1b - Single Door (Glazed):1060mm-2110mm S/O Laminate:875443,,1060mm-2110mm S/O Laminate,"#1079912=IfcLocalPlacement(#1079889,#1079911)","#500954=IfcProductDefinitionShape($,$,(#500947,#500952))",875443,2109.99999999999,1060.0,FD30S
384,512991,CCU2096.D1,IfcDoor,24SGAL2$zAbBHZuAXwDq70,IDT 1d - Single Door:810mm - 2110mm S/O Laminate:961366,,810mm - 2110mm S/O Laminate,"#1078932=IfcLocalPlacement(#1078913,#1078931)","#512985=IfcProductDefinitionShape($,$,(#512978,#512983))",961366,2109.99999999999,810.0000000000059,
385,570533,CCU2014.D1,IfcDoor,2HW_9b42r4BeHNTCGDw0Ey,IDT 11b - Double Equal Door (Glazed):1910mm - 2110mm S/O Laminate:1043127,,1910mm - 2110mm S/O Laminate,"#1080148=IfcLocalPlacement(#1080127,#1080147)","#570527=IfcProductDefinitionShape($,$,(#570520,#570525))",1043127,2110.0,1909.99999999995,
