,Assembly Code,Assembly Description,Access Control,Acoustic Designation,Blind Type,Description,Door Panel Height,Door Panel Thickness,Door Panel Width,DOOR_Acoustic Rating,DOOR_Finger Protection,DOOR_Finishes,DOOR_Privacy VP,DOOR_Protection,DOOR_Radiation Protection,DOOR_Signage,DOOR_Type,DOOR_Ventilation,Family,Family and Type,Finish,Fire Designation,Frame Material,Frame Thickness,Gap,Head Height,Height,IfcGUID,Ironmongery Set,Keynote,Level,Main Panel Width,Mark,OmniClass Number,OmniClass Title,Operation,Phase Created,Phase Demolished,Required Effective Clear Width,Rough Height,Rough Width,Secondary Panel Width,Sill Height,Thickness,Thickness_2,Type,Type Comments,Type Mark,Width,DOOR_Power,Host Partition Thickness,Manufacturer,Comments,Vision Panel,Accessories & Sundry Items,Durability Rating
IfcText('IP30029.D1'),IfcText(''),IfcText(''),IfcText('-'),,IfcText('IBT 08'),IfcText('DUD/SS (GL)'),IfcLengthMeasure(2060.),IfcLengthMeasure(54.),IfcLengthMeasure(938.),IfcText('TBC'),IfcBoolean(.F.),IfcText('TBC'),IfcBoolean(.T.),IfcText('Kick'),IfcText(''),IfcText('Yes'),IfcText('IDT 2a'),IfcBoolean(.F.),IfcLabel('IDT 2a - Double Unequal Door (Glazed - Observation): 1480mm - 2110mm S/O Laminate'),IfcLabel('IDT 2a - Double Unequal Door (Glazed - Observation): 1480mm - 2110mm S/O Laminate'),IfcText('Laminate'),IfcText(''),IfcText('Painted Finish'),IfcLengthMeasure(32.),IfcText('3'),IfcLengthMeasure(2110.),IfcLengthMeasure(2110.),IfcText('0fgWoz$erFsPzD6Ti8nw2W'),IfcText('01'),IfcText('L20/431'),IfcLabel('Level: Level 0'),IfcLengthMeasure(938.),IfcText('IP30029.D1'),IfcText(''),IfcText(''),IfcText('Double Unequal Door Single Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(850.),IfcLengthMeasure(2110.),IfcLengthMeasure(1480.),IfcLengthMeasure(453.),IfcLengthMeasure(0.),IfcLengthMeasure(54.),IfcLengthMeasure(97.0000000009637),IfcLabel('IDT 2a - Double Unequal Door (Glazed - Observation): 1480mm - 2110mm S/O Laminate'),IfcText('DUD/SS (GL)'),IfcText('J114'),IfcLengthMeasure(1480.),,,,,,,
IfcText('IP30035.D1'),IfcText(''),IfcText(''),IfcText('-'),,IfcText(''),IfcText('DUD/SS'),IfcLengthMeasure(2060.),IfcLengthMeasure(32.),IfcLengthMeasure(900.),,IfcBoolean(.F.),IfcText('TBC'),IfcBoolean(.F.),IfcText('Kick'),IfcText(''),IfcText('Yes'),IfcText('IDT 2d'),IfcBoolean(.F.),IfcLabel('IDT 2d - Double Unequal Door: 1510mm - 2110mm S/O Laminate'),IfcLabel('IDT 2d - Double Unequal Door: 1510mm - 2110mm S/O Laminate'),IfcText('Laminate'),,IfcText('Painted Finish'),IfcLengthMeasure(32.),IfcText('6'),IfcLengthMeasure(2110.),IfcLengthMeasure(2110.),IfcText('1k0$Vsd0DCMRUnlqsZoz95'),IfcText('17b'),IfcText('L20/431'),IfcLabel('Level: Level 0'),IfcLengthMeasure(900.),IfcText('IP30035.D1'),IfcText(''),IfcText(''),IfcText('Double Unequal Door Single Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(0.),IfcLengthMeasure(2110.),IfcLengthMeasure(1510.),IfcLengthMeasure(521.),IfcLengthMeasure(0.),IfcLengthMeasure(32.),IfcLengthMeasure(96.),IfcLabel('IDT 2d - Double Unequal Door: 1510mm - 2110mm S/O Laminate'),IfcText('DUD/SS'),IfcText('J60'),IfcLengthMeasure(1510.),,IfcLengthMeasure(149.999999999983),,,IfcBoolean(.F.),IfcText('TBC'),IfcText('TBC')
IfcText('IP30032.D1'),IfcText(''),IfcText(''),IfcText('Yes'),,IfcText(''),IfcText('SD/SS'),IfcLengthMeasure(2060.),IfcLengthMeasure(38.),IfcLengthMeasure(976.),,IfcBoolean(.F.),IfcText('TBC'),IfcBoolean(.F.),IfcText('Kick'),IfcText(''),IfcText('Yes'),IfcText('IDT 1d'),IfcBoolean(.F.),IfcLabel('IDT 1d - Single Door: 1060mm - 2110mm S/O Laminate'),IfcLabel('IDT 1d - Single Door: 1060mm - 2110mm S/O Laminate'),IfcText('Laminate'),IfcText('FD30S'),IfcText('Painted Finish'),IfcLengthMeasure(32.),IfcText('3'),IfcLengthMeasure(2110.),IfcLengthMeasure(2110.),IfcText('28rzqeZ0f0Nukk7Tpa$0jF'),IfcText('04'),IfcText('L20/431'),IfcLabel('Level: Level 0'),,IfcText('IP30032.D1'),IfcText(''),IfcText(''),IfcText('Single Door Single Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(850.),IfcLengthMeasure(2110.),IfcLengthMeasure(1060.),,IfcLengthMeasure(0.),IfcLengthMeasure(38.),IfcLengthMeasure(97.),IfcLabel('IDT 1d - Single Door: 1060mm - 2110mm S/O Laminate'),IfcText('SD/SS'),IfcText('J38'),IfcLengthMeasure(1060.),,IfcLengthMeasure(149.999999999992),IfcText('Revit'),,,,
IfcText('IP30C07.D3'),IfcText(''),IfcText(''),IfcText('-'),,IfcText(''),IfcText('DD/SS (GL)'),IfcLengthMeasure(2060.),IfcLengthMeasure(32.),IfcLengthMeasure(910.5),,IfcBoolean(.F.),IfcText('TBC'),IfcBoolean(.F.),IfcText('Kick/Edge'),IfcText(''),IfcText(''),IfcText('IDT 3b'),IfcBoolean(.F.),IfcLabel('IDT 3b - Equal Double Door (Glazed): 1910mm - 2110mm S/O Laminate'),IfcLabel('IDT 3b - Equal Double Door (Glazed): 1910mm - 2110mm S/O Laminate'),IfcText('Laminate'),IfcText('FD30S'),IfcText('Painted Finish'),IfcLengthMeasure(32.),IfcText('3'),IfcLengthMeasure(2110.),IfcLengthMeasure(2110.),IfcText('0pAX4ojSj9gvYeIuA1QZ0N'),IfcText('12*'),IfcText('L20/431'),IfcLabel('Level: Level 0'),,IfcText('IP30C07.D3'),IfcText(''),IfcText(''),IfcText('Double Door Single Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(1740.),IfcLengthMeasure(2110.),IfcLengthMeasure(1910.),,IfcLengthMeasure(0.),IfcLengthMeasure(32.),IfcLengthMeasure(97.),IfcLabel('IDT 3b - Equal Double Door (Glazed): 1910mm - 2110mm S/O Laminate'),IfcText('DD/SS (GL)'),IfcText('J69'),IfcLengthMeasure(1910.),IfcText('Hold Open'),IfcLengthMeasure(139.999999999968),,,,,
IfcText('IP30C05.D2'),IfcText(''),IfcText(''),IfcText('-'),,IfcText(''),IfcText('DD/SS (GL)'),IfcLengthMeasure(2060.),IfcLengthMeasure(32.),IfcLengthMeasure(910.5),,IfcBoolean(.F.),IfcText('TBC'),IfcBoolean(.F.),IfcText('Kick/Edge'),IfcText(''),IfcText(''),IfcText('IDT 3b'),IfcBoolean(.F.),IfcLabel('IDT 3b - Equal Double Door (Glazed): 1910mm - 2110mm S/O DS Laminate'),IfcLabel('IDT 3b - Equal Double Door (Glazed): 1910mm - 2110mm S/O DS Laminate'),IfcText('Laminate'),IfcText('FD30S'),IfcText('Painted Finish'),IfcLengthMeasure(32.),IfcText('3'),IfcLengthMeasure(2110.),IfcLengthMeasure(2110.),IfcText('0pAX4ojSj9gvYeIuA1QZ0I'),IfcText('12e*'),IfcText('L20/431'),IfcLabel('Level: Level 0'),,IfcText('IP30C05.D2'),IfcText(''),IfcText(''),IfcText('Double Door Double Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(1740.),IfcLengthMeasure(2110.),IfcLengthMeasure(1910.),,IfcLengthMeasure(0.),IfcLengthMeasure(32.),IfcLengthMeasure(97.),IfcLabel('IDT 3b - Equal Double Door (Glazed): 1910mm - 2110mm S/O DS Laminate'),IfcText('DD/SS (GL)'),IfcText('J109'),IfcLengthMeasure(1910.),IfcText('Hold Open'),IfcLengthMeasure(139.999999999968),,,,,
IfcText('IP10062.D1'),IfcText(''),IfcText(''),IfcText('-'),,IfcText(''),IfcText('SD/SS'),IfcLengthMeasure(2060.),IfcLengthMeasure(38.),IfcLengthMeasure(976.),,IfcBoolean(.F.),IfcText('TBC'),IfcBoolean(.F.),IfcText('Kick'),IfcText(''),IfcText('Yes'),IfcText('IDT 1d'),IfcBoolean(.F.),IfcLabel('IDT 1d - Single Door: 1060mm - 2110mm S/O Laminate'),IfcLabel('IDT 1d - Single Door: 1060mm - 2110mm S/O Laminate'),IfcText('Laminate'),,IfcText('Painted Finish'),IfcLengthMeasure(32.),IfcText('6'),IfcLengthMeasure(2110.),IfcLengthMeasure(2110.),IfcText('2qGFfq7$T68wcStrnsSXsd'),IfcText('03DA'),IfcText('L20/431'),IfcLabel('Level: Level 0'),,IfcText('IP10062.D1'),IfcText(''),IfcText(''),IfcText('Single Door Single Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(850.),IfcLengthMeasure(2110.),IfcLengthMeasure(1060.),,IfcLengthMeasure(0.),IfcLengthMeasure(38.),IfcLengthMeasure(97.),IfcLabel('IDT 1d - Single Door: 1060mm - 2110mm S/O Laminate'),IfcText('SD/SS'),IfcText('J38'),IfcLengthMeasure(1060.),IfcText('Delayed Close'),IfcLengthMeasure(149.999999999992),IfcText('Revit'),IfcText(''),,,
IfcText('IP30029A.D1'),IfcText(''),IfcText(''),IfcText('-'),,IfcText(''),IfcText('DUD/SS'),IfcLengthMeasure(2060.),IfcLengthMeasure(32.),IfcLengthMeasure(900.),,IfcBoolean(.F.),IfcText(''),IfcBoolean(.F.),IfcText('Kick'),IfcText(''),IfcText(''),IfcText('IDT 2d'),IfcBoolean(.F.),IfcLabel('IDT 2d - Double Unequal Door: 1510mm - 2110mm S/O Laminate'),IfcLabel('IDT 2d - Double Unequal Door: 1510mm - 2110mm S/O Laminate'),IfcText('Laminate'),,IfcText('Painted Finish'),IfcLengthMeasure(32.),IfcText('25'),IfcLengthMeasure(2110.),IfcLengthMeasure(2110.),IfcText('3AJrhccqn1qP76eONTu1vt'),IfcText('02'),IfcText('L20/431'),IfcLabel('Level: Level 0'),IfcLengthMeasure(900.),IfcText('IP30029A.D1'),IfcText(''),IfcText(''),IfcText('Double Unequal Door Single Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(0.),IfcLengthMeasure(2110.),IfcLengthMeasure(1510.),IfcLengthMeasure(521.),IfcLengthMeasure(0.),IfcLengthMeasure(32.),IfcLengthMeasure(97.),IfcLabel('IDT 2d - Double Unequal Door: 1510mm - 2110mm S/O Laminate'),IfcText('DUD/SS'),IfcText('J60'),IfcLengthMeasure(1510.),,IfcLengthMeasure(149.999999999983),,IfcText('Privacy seals between door leaves'),IfcBoolean(.F.),IfcText(''),IfcText('TBC')
IfcText('IP30029B.D1'),IfcText(''),IfcText(''),IfcText('-'),,IfcText(''),IfcText('SD/SS'),IfcLengthMeasure(2060.),IfcLengthMeasure(38.),IfcLengthMeasure(726.),,IfcBoolean(.F.),IfcText('TBC'),IfcBoolean(.F.),IfcText('Kick'),IfcText(''),IfcText(''),IfcText('IDT 1d'),IfcBoolean(.F.),IfcLabel('IDT 1d - Single Door: 810mm - 2110mm S/O Laminate'),IfcLabel('IDT 1d - Single Door: 810mm - 2110mm S/O Laminate'),IfcText('Laminate'),,IfcText('Painted Finish'),IfcLengthMeasure(32.),IfcText('25'),IfcLengthMeasure(2110.),IfcLengthMeasure(2110.),IfcText('3AJrhccqn1qP76eONTu1v9'),IfcText('03b'),IfcText('L20/431'),IfcLabel('Level: Level 0'),,IfcText('IP30029B.D1'),IfcText(''),IfcText(''),IfcText('Single Door Single Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(850.),IfcLengthMeasure(2110.),IfcLengthMeasure(810.),,IfcLengthMeasure(0.),IfcLengthMeasure(38.),IfcLengthMeasure(97.),IfcLabel('IDT 1d - Single Door: 810mm - 2110mm S/O Laminate'),IfcText('SD/SS'),IfcText('J41'),IfcLengthMeasure(810.),,IfcLengthMeasure(149.999999999992),IfcText('Revit'),,,,
IfcText('IP20024.D1'),IfcText(''),IfcText(''),IfcText('-'),IfcText('30dB'),IfcText('IBT 08'),IfcText('DUD/SS (GL)'),IfcLengthMeasure(2060.),IfcLengthMeasure(54.),IfcLengthMeasure(938.),IfcText(''),IfcBoolean(.F.),IfcText(''),IfcBoolean(.T.),IfcText('Kick'),IfcText(''),IfcText('Yes'),IfcText('IDT 2a'),IfcBoolean(.F.),IfcLabel('IDT 2a - Double Unequal Door (Glazed - Observation): 1480mm - 2110mm S/O Laminate'),IfcLabel('IDT 2a - Double Unequal Door (Glazed - Observation): 1480mm - 2110mm S/O Laminate'),IfcText('Laminate'),IfcText(''),IfcText('Painted Finish'),IfcLengthMeasure(32.),IfcText('3'),IfcLengthMeasure(2110.),IfcLengthMeasure(2110.),IfcText('1dzA2iICrFAeVoQLxRdRP2'),IfcText('01'),IfcText('L20/431'),IfcLabel('Level: Level 0'),IfcLengthMeasure(938.),IfcText('IP20024.D1'),IfcText(''),IfcText(''),IfcText('Double Unequal Door Single Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(850.),IfcLengthMeasure(2110.),IfcLengthMeasure(1480.),IfcLengthMeasure(453.),IfcLengthMeasure(0.),IfcLengthMeasure(54.),IfcLengthMeasure(97.0000000009637),IfcLabel('IDT 2a - Double Unequal Door (Glazed - Observation): 1480mm - 2110mm S/O Laminate'),IfcText('DUD/SS (GL)'),IfcText('J114'),IfcLengthMeasure(1480.),,,,,,,
IfcText('IP10053.D1'),IfcText(''),IfcText(''),IfcText('-'),,IfcText(''),IfcText('SD/SS'),IfcLengthMeasure(2060.),IfcLengthMeasure(38.),IfcLengthMeasure(726.),,IfcBoolean(.F.),IfcText('TBC'),IfcBoolean(.F.),IfcText('Kick'),IfcText(''),IfcText('Yes'),IfcText('IDT 1d'),IfcBoolean(.F.),IfcLabel('IDT 1d - Single Door: 810mm - 2110mm S/O Laminate'),IfcLabel('IDT 1d - Single Door: 810mm - 2110mm S/O Laminate'),IfcText('Laminate'),,IfcText('Painted Finish'),IfcLengthMeasure(32.),IfcText('6'),IfcLengthMeasure(2110.),IfcLengthMeasure(2110.),IfcText('0oqYvfLfrF3vv1hwtbMDPV'),IfcText('03'),IfcText('L20/431'),IfcLabel('Level: Level 0'),,IfcText('IP10053.D1'),IfcText(''),IfcText(''),IfcText('Single Door Single Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(850.),IfcLengthMeasure(2110.),IfcLengthMeasure(810.),,IfcLengthMeasure(0.),IfcLengthMeasure(38.),IfcLengthMeasure(97.),IfcLabel('IDT 1d - Single Door: 810mm - 2110mm S/O Laminate'),IfcText('SD/SS'),IfcText('J41'),IfcLengthMeasure(810.),,IfcLengthMeasure(149.999999999992),IfcText('Revit'),IfcText(''),,,
IfcText('IP10052.D1'),IfcText(''),IfcText(''),IfcText('-'),,IfcText(''),IfcText('SD/SS'),IfcLengthMeasure(2060.),IfcLengthMeasure(38.),IfcLengthMeasure(726.),,IfcBoolean(.F.),IfcText('TBC'),IfcBoolean(.F.),IfcText('Kick'),IfcText(''),IfcText('Yes'),IfcText('IDT 1d'),IfcBoolean(.F.),IfcLabel('IDT 1d - Single Door: 810mm - 2110mm S/O Laminate'),IfcLabel('IDT 1d - Single Door: 810mm - 2110mm S/O Laminate'),IfcText('Laminate'),,IfcText('Painted Finish'),IfcLengthMeasure(32.),IfcText('6'),IfcLengthMeasure(2110.),IfcLengthMeasure(2110.),IfcText('0oqYvfLfrF3vv1hwtbMDPS'),IfcText('03'),IfcText('L20/431'),IfcLabel('Level: Level 0'),,IfcText('IP10052.D1'),IfcText(''),IfcText(''),IfcText('Single Door Single Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(850.),IfcLengthMeasure(2110.),IfcLengthMeasure(810.),,IfcLengthMeasure(0.),IfcLengthMeasure(38.),IfcLengthMeasure(97.),IfcLabel('IDT 1d - Single Door: 810mm - 2110mm S/O Laminate'),IfcText('SD/SS'),IfcText('J41'),IfcLengthMeasure(810.),,IfcLengthMeasure(149.999999999992),IfcText('Revit'),IfcText(''),,,
IfcText('IP20029B.D1'),IfcText(''),IfcText(''),IfcText('-'),,IfcText(''),IfcText('SD/SS'),IfcLengthMeasure(2060.),IfcLengthMeasure(38.),IfcLengthMeasure(726.),,IfcBoolean(.F.),IfcText('TBC'),IfcBoolean(.F.),IfcText('Kick'),IfcText(''),IfcText(''),IfcText('IDT 1d'),IfcBoolean(.F.),IfcLabel('IDT 1d - Single Door: 810mm - 2110mm S/O Laminate'),IfcLabel('IDT 1d - Single Door: 810mm - 2110mm S/O Laminate'),IfcText('Laminate'),,IfcText('Painted Finish'),IfcLengthMeasure(32.),IfcText('25'),IfcLengthMeasure(2110.),IfcLengthMeasure(2110.),IfcText('2lsNgM1R973eHSAC_ckuiK'),IfcText('03b'),IfcText('L20/431'),IfcLabel('Level: Level 0'),,IfcText('IP20029B.D1'),IfcText(''),IfcText(''),IfcText('Single Door Single Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(850.),IfcLengthMeasure(2110.),IfcLengthMeasure(810.),,IfcLengthMeasure(0.),IfcLengthMeasure(38.),IfcLengthMeasure(97.),IfcLabel('IDT 1d - Single Door: 810mm - 2110mm S/O Laminate'),IfcText('SD/SS'),IfcText('J41'),IfcLengthMeasure(810.),,IfcLengthMeasure(149.999999999992),IfcText('Revit'),,,,
IfcText('IP10029B.D1'),IfcText(''),IfcText(''),IfcText('-'),,IfcText(''),IfcText('SD/SS'),IfcLengthMeasure(2060.),IfcLengthMeasure(38.),IfcLengthMeasure(726.),,IfcBoolean(.F.),IfcText('TBC'),IfcBoolean(.F.),IfcText('Kick'),IfcText(''),IfcText(''),IfcText('IDT 1d'),IfcBoolean(.F.),IfcLabel('IDT 1d - Single Door: 810mm - 2110mm S/O Laminate'),IfcLabel('IDT 1d - Single Door: 810mm - 2110mm S/O Laminate'),IfcText('Laminate'),,IfcText('Painted Finish'),IfcLengthMeasure(32.),IfcText('25'),IfcLengthMeasure(2110.),IfcLengthMeasure(2110.),IfcText('2cQ4zNy7fBmBSNUmIAoe4Y'),IfcText('03b'),IfcText('L20/431'),IfcLabel('Level: Level 0'),,IfcText('IP10029B.D1'),IfcText(''),IfcText(''),IfcText('Single Door Single Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(850.),IfcLengthMeasure(2110.),IfcLengthMeasure(810.),,IfcLengthMeasure(0.),IfcLengthMeasure(38.),IfcLengthMeasure(97.),IfcLabel('IDT 1d - Single Door: 810mm - 2110mm S/O Laminate'),IfcText('SD/SS'),IfcText('J41'),IfcLengthMeasure(810.),,IfcLengthMeasure(149.999999999992),IfcText('Revit'),,,,
IfcText('IP10004A.D1'),IfcText(''),IfcText(''),IfcText('-'),,IfcText(''),IfcText('DUD/SS'),IfcLengthMeasure(2060.),IfcLengthMeasure(32.),IfcLengthMeasure(900.),,IfcBoolean(.F.),IfcText(''),IfcBoolean(.F.),IfcText('Kick'),IfcText(''),IfcText('TBC'),IfcText('IDT 2d'),IfcBoolean(.F.),IfcLabel('IDT 2d - Double Unequal Door: 1710mm - 2110mm S/O Laminate'),IfcLabel('IDT 2d - Double Unequal Door: 1710mm - 2110mm S/O Laminate'),IfcText('Laminate'),,IfcText('Painted Finish'),IfcLengthMeasure(32.),IfcText('25'),IfcLengthMeasure(2110.),IfcLengthMeasure(2110.),IfcText('2cQ4zNy7fBmBSNUmIAoebf'),IfcText('01'),IfcText('L20/431'),IfcLabel('Level: Level 0'),IfcLengthMeasure(900.),IfcText('IP10004A.D1'),IfcText(''),IfcText(''),IfcText('Double Unequal Door Single Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(0.),IfcLengthMeasure(2110.),IfcLengthMeasure(1710.),IfcLengthMeasure(721.),IfcLengthMeasure(0.),IfcLengthMeasure(32.),IfcLengthMeasure(97.),IfcLabel('IDT 2d - Double Unequal Door: 1710mm - 2110mm S/O Laminate'),IfcText('DUD/SS'),IfcText('J63'),IfcLengthMeasure(1710.),,IfcLengthMeasure(149.999999999983),,,IfcBoolean(.F.),IfcText(''),IfcText('TBC')
IfcText('IP10009A.D1'),IfcText(''),IfcText(''),IfcText('-'),,IfcText(''),IfcText('DUD/SS'),IfcLengthMeasure(2060.),IfcLengthMeasure(32.),IfcLengthMeasure(900.),,IfcBoolean(.F.),IfcText(''),IfcBoolean(.F.),IfcText('Kick'),IfcText(''),IfcText('TBC'),IfcText('IDT 2d'),IfcBoolean(.F.),IfcLabel('IDT 2d - Double Unequal Door: 1610mm - 2110mm S/O Laminate 2'),IfcLabel('IDT 2d - Double Unequal Door: 1610mm - 2110mm S/O Laminate 2'),IfcText('Laminate'),,IfcText('Painted Finish'),IfcLengthMeasure(32.),IfcText('25'),IfcLengthMeasure(2110.),IfcLengthMeasure(2110.),IfcText('2cQ4zNy7fBmBSNUmIAoebe'),IfcText('01'),IfcText('L20/431'),IfcLabel('Level: Level 0'),IfcLengthMeasure(900.),IfcText('IP10009A.D1'),IfcText(''),IfcText(''),IfcText('Double Unequal Door Single Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(0.),IfcLengthMeasure(2110.),IfcLengthMeasure(1610.),IfcLengthMeasure(621.),IfcLengthMeasure(0.),IfcLengthMeasure(32.),IfcLengthMeasure(97.),IfcLabel('IDT 2d - Double Unequal Door: 1610mm - 2110mm S/O Laminate 2'),IfcText('DUD/SS'),IfcText('J120'),IfcLengthMeasure(1610.),,IfcLengthMeasure(149.999999999983),,IfcText('Trim down architrave as required'),IfcBoolean(.F.),IfcText(''),IfcText('TBC')
IfcText('IP30005A.D1'),IfcText(''),IfcText(''),IfcText('-'),,IfcText(''),IfcText('DUD/SS'),IfcLengthMeasure(2060.),IfcLengthMeasure(32.),IfcLengthMeasure(900.),,IfcBoolean(.F.),IfcText(''),IfcBoolean(.F.),IfcText('Kick'),IfcText(''),IfcText('TBC'),IfcText('IDT 2d'),IfcBoolean(.F.),IfcLabel('IDT 2d - Double Unequal Door: 1710mm - 2110mm S/O Laminate'),IfcLabel('IDT 2d - Double Unequal Door: 1710mm - 2110mm S/O Laminate'),IfcText('Laminate'),,IfcText('Painted Finish'),IfcLengthMeasure(32.),IfcText('25'),IfcLengthMeasure(2110.),IfcLengthMeasure(2110.),IfcText('1aeSUHsJP1dwlb1QBjH8La'),IfcText('01'),IfcText('L20/431'),IfcLabel('Level: Level 0'),IfcLengthMeasure(900.),IfcText('IP30005A.D1'),IfcText(''),IfcText(''),IfcText('Double Unequal Door Single Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(0.),IfcLengthMeasure(2110.),IfcLengthMeasure(1710.),IfcLengthMeasure(721.),IfcLengthMeasure(0.),IfcLengthMeasure(32.),IfcLengthMeasure(97.),IfcLabel('IDT 2d - Double Unequal Door: 1710mm - 2110mm S/O Laminate'),IfcText('DUD/SS'),IfcText('J63'),IfcLengthMeasure(1710.),,IfcLengthMeasure(149.999999999983),,,IfcBoolean(.F.),IfcText(''),IfcText('TBC')
IfcText('IP10011.D1'),IfcText(''),IfcText(''),IfcText('-'),IfcText('30dB'),IfcText('IBT 08'),IfcText('DUD/SS (GL)'),IfcLengthMeasure(2060.),IfcLengthMeasure(54.),IfcLengthMeasure(938.),IfcText('TBC'),IfcBoolean(.F.),IfcText('TBC'),IfcBoolean(.T.),IfcText('Kick'),IfcText(''),IfcText('Yes'),IfcText('IDT 2a'),IfcBoolean(.F.),IfcLabel('IDT 2a - Double Unequal Door (Glazed - Observation): 1480mm - 2110mm S/O Laminate'),IfcLabel('IDT 2a - Double Unequal Door (Glazed - Observation): 1480mm - 2110mm S/O Laminate'),IfcText('Laminate'),IfcText(''),IfcText('Painted Finish'),IfcLengthMeasure(32.),IfcText('3'),IfcLengthMeasure(2110.),IfcLengthMeasure(2110.),IfcText('0H9oaZLyD918N40giRVML2'),IfcText('01'),IfcText('L20/431'),IfcLabel('Level: Level 0'),IfcLengthMeasure(938.),IfcText('IP10011.D1'),IfcText(''),IfcText(''),IfcText('Double Unequal Door Single Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(850.),IfcLengthMeasure(2110.),IfcLengthMeasure(1480.),IfcLengthMeasure(453.),IfcLengthMeasure(0.),IfcLengthMeasure(54.),IfcLengthMeasure(97.0000000009637),IfcLabel('IDT 2a - Double Unequal Door (Glazed - Observation): 1480mm - 2110mm S/O Laminate'),IfcText('DUD/SS (GL)'),IfcText('J114'),IfcLengthMeasure(1480.),,,,,,,
IfcText('IP20008.D1'),IfcText(''),IfcText(''),IfcText('-'),IfcText('30dB'),IfcText('IBT 08'),IfcText('DUD/SS (GL)'),IfcLengthMeasure(2060.),IfcLengthMeasure(54.),IfcLengthMeasure(938.),IfcText('TBC'),IfcBoolean(.F.),IfcText('TBC'),IfcBoolean(.T.),IfcText('Kick'),IfcText(''),IfcText('Yes'),IfcText('IDT 2a'),IfcBoolean(.F.),IfcLabel('IDT 2a - Double Unequal Door (Glazed - Observation): 1480mm - 2110mm S/O Laminate'),IfcLabel('IDT 2a - Double Unequal Door (Glazed - Observation): 1480mm - 2110mm S/O Laminate'),IfcText('Laminate'),IfcText(''),IfcText('Painted Finish'),IfcLengthMeasure(32.),IfcText('3'),IfcLengthMeasure(2110.),IfcLengthMeasure(2110.),IfcText('0H9oaZLyD918N40giRVMHK'),IfcText('01'),IfcText('L20/431'),IfcLabel('Level: Level 0'),IfcLengthMeasure(938.),IfcText('IP20008.D1'),IfcText(''),IfcText(''),IfcText('Double Unequal Door Single Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(850.),IfcLengthMeasure(2110.),IfcLengthMeasure(1480.),IfcLengthMeasure(453.),IfcLengthMeasure(0.),IfcLengthMeasure(54.),IfcLengthMeasure(97.0000000009637),IfcLabel('IDT 2a - Double Unequal Door (Glazed - Observation): 1480mm - 2110mm S/O Laminate'),IfcText('DUD/SS (GL)'),IfcText('J114'),IfcLengthMeasure(1480.),,,,,,,
IfcText('IP20001.D1'),IfcText(''),IfcText(''),IfcText('-'),IfcText('30dB'),IfcText('IBT 08'),IfcText('DUD/SS (GL)'),IfcLengthMeasure(2060.),IfcLengthMeasure(54.),IfcLengthMeasure(938.),IfcText('TBC'),IfcBoolean(.F.),IfcText('TBC'),IfcBoolean(.T.),IfcText('Kick'),IfcText(''),IfcText('Yes'),IfcText('IDT 2a'),IfcBoolean(.F.),IfcLabel('IDT 2a - Double Unequal Door (Glazed - Observation): 1480mm - 2110mm S/O Laminate'),IfcLabel('IDT 2a - Double Unequal Door (Glazed - Observation): 1480mm - 2110mm S/O Laminate'),IfcText('Laminate'),IfcText(''),IfcText('Painted Finish'),IfcLengthMeasure(32.),IfcText('3'),IfcLengthMeasure(2110.),IfcLengthMeasure(2110.),IfcText('0H9oaZLyD918N40giRVNWg'),IfcText('01'),IfcText('L20/431'),IfcLabel('Level: Level 0'),IfcLengthMeasure(938.),IfcText('IP20001.D1'),IfcText(''),IfcText(''),IfcText('Double Unequal Door Single Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(850.),IfcLengthMeasure(2110.),IfcLengthMeasure(1480.),IfcLengthMeasure(453.),IfcLengthMeasure(0.),IfcLengthMeasure(54.),IfcLengthMeasure(97.0000000009637),IfcLabel('IDT 2a - Double Unequal Door (Glazed - Observation): 1480mm - 2110mm S/O Laminate'),IfcText('DUD/SS (GL)'),IfcText('J114'),IfcLengthMeasure(1480.),,,,,,,
